chr	start	stop	mean difference	#CpGs	mean g1	mean g2	annot.symbol	annot.type	p(MWU)_new	-log10(q)	hue
chr1	157925417	157925672	-0.035816	14	0.84357	0.87939	LOC105371458	hg38_genes_promoters	9.349138130625405e-12	9.94800967856948	-1
chr1	157925774	157926036	-0.021318	12	0.84408	0.8654	LOC105371458	hg38_genes_promoters	0.0067491125751435	1.9506972366092181	0
chr1	157992070	157992685	-0.015258	10	0.35505	0.37031	KIRREL1	hg38_genes_promoters	0.4138423665056517	0.37225087134893436	0
chr1	157993058	157993235	0.013787	10	0.026381	0.012594	KIRREL1	hg38_genes_promoters	2.036698612925076e-09	7.783659980690605	1
chr1	158149698	158150181	-0.031085	22	0.067054	0.098139	LINC01704	hg38_genes_promoters	0.0007015384019028	2.8088229312333226	0
chr1	158177655	158177782	0.027066	13	0.3166	0.28953	CD1D	hg38_genes_promoters	0.0351780249723896	1.33238478086501	0
chr1	158179914	158180373	-0.014486	10	0.64636	0.66084	CD1D	hg38_genes_promoters	0.3585226344138273	0.4305269982388535	0
chr1	159141378	159142040	0.02758	10	0.57454	0.54696	AIM2	hg38_genes_promoters	0.0793870211617338	1.024468996373242	0
chr1	159170911	159171599	-0.02149	10	0.34383	0.36531	CADM3	hg38_genes_promoters	0.391651334036683	0.39409673326469336	0
chr1	159202659	159203692	-0.026279	10	0.74412	0.7704	CADM3-AS1	hg38_genes_promoters	0.0164371972315714	1.6156956441882424	0
chr1	156947341	156947760	-0.024454	10	0.83574	0.86019	ARHGEF11	hg38_genes_promoters	0.000467289732607	2.9618910150236433	0
chr1	156241079	156241624	-0.028258	14	0.7065	0.73476	BGLAP	hg38_genes_promoters	0.0032837415684634	2.2210169028700975	0
chr1	156195564	156196000	-0.028722	10	0.83842	0.86714	SLC25A44	hg38_genes_promoters	4.5453985465049766e-05	3.8421013507192403	0
chr1	156155759	156156237	0.040735	10	0.2204	0.17967	SEMA4A	hg38_genes_promoters	0.0010703152563355	2.6474977596167557	0
chr1	155055729	155056249	-0.015676	15	0.82207	0.83775	ADAM15	hg38_genes_promoters	0.0061486286645116	1.9853997140343633	0
chr1	155063246	155063543	0.014376	10	0.043825	0.029449	EFNA3	hg38_genes_promoters	1.440165367972758e-05	4.2890232837617726	0
chr1	155063246	155063543	0.014376	10	0.043825	0.029449	EFNA4	hg38_genes_promoters	1.440165367972758e-05	4.2890232837617726	0
chr1	155130745	155131526	-0.01004	10	0.72787	0.7379	EFNA1	hg38_genes_promoters	0.1483694861214973	0.7805119813753703	0
chr1	155187650	155187820	-0.019424	10	0.71205	0.73148	KRTCAP2	hg38_genes_promoters	0.2234983719282561	0.6203299898198036	0
chr1	155187650	155187820	-0.019424	10	0.71205	0.73148	MUC1	hg38_genes_promoters	0.2234983719282561	0.6203299898198036	0
chr1	155188606	155188769	-0.030554	18	0.77338	0.80394	MUC1	hg38_genes_promoters	3.0944257969392523e-06	4.8845034409207635	0
chr1	155198128	155198661	-0.014559	10	0.85163	0.86619	THBS3-AS1	hg38_genes_promoters	0.023736073005868	1.477194334837579	0
chr1	155198128	155198661	-0.014559	10	0.85163	0.86619	THBS3	hg38_genes_promoters	0.023736073005868	1.477194334837579	0
chr1	155202321	155203491	-0.018127	26	0.83678	0.85491	THBS3	hg38_genes_promoters	6.7136895070950565e-06	4.5858942131107865	0
chr1	155207769	155208424	0.01994	12	0.15953	0.13959	MTX1	hg38_genes_promoters	0.0131760469591928	1.6996570816742254	0
chr1	155207769	155208424	0.01994	12	0.15953	0.13959	THBS3	hg38_genes_promoters	0.0131760469591928	1.6996570816742254	0
chr1	155320265	155321209	0.044341	49	0.11232	0.067981	RUSC1	hg38_genes_promoters	9.98852004438415e-33	29.92381586333109	1
chr1	155612236	155612752	-0.010904	12	0.86759	0.87849	MSTO1	hg38_genes_promoters	0.0279698507776156	1.4172468217242733	0
chr1	155961903	155962212	0.030127	16	0.31164	0.28152	ARHGEF2	hg38_genes_promoters	0.0426673820512836	1.2589662264290475	0
chr1	155967367	155967808	0.032397	10	0.21542	0.18302	ARHGEF2	hg38_genes_promoters	0.0097322885887629	1.8121141706328838	0
chr1	155979090	155979951	0.035823	10	0.068751	0.032928	ARHGEF2	hg38_genes_promoters	1.0338996859698156e-06	5.309477500927506	1
chr1	156060935	156061391	-0.017835	12	0.69216	0.71	RAB25	hg38_genes_promoters	0.1521223631305033	0.7707712034333062	0
chr1	156081361	156081650	0.024997	21	0.046493	0.021496	LMNA	hg38_genes_promoters	2.0601075563574962e-18	16.204379017042776	1
chr1	156122259	156122963	-0.047271	13	0.7154	0.76267	LMNA	hg38_genes_promoters	1.581408145382403e-05	4.255420051882702	0
chr1	156126109	156126595	0.02588	10	0.06862	0.04274	LMNA	hg38_genes_promoters	0.0003199525158779	3.105076594190884	0
chr1	156136008	156136311	-0.027721	15	0.80993	0.83765	LMNA	hg38_genes_promoters	8.377659102330322e-06	4.499309872836553	0
chr1	156154389	156154680	0.049107	10	0.18668	0.13757	SEMA4A	hg38_genes_promoters	1.4617213854084697e-05	4.284086088934607	0
chr1	149812007	149812099	-0.026779	12	0.38236	0.40914	H2BC18	hg38_genes_promoters	0.0133217899053931	1.6953808408897015	0
chr1	159202659	159203692	-0.026279	10	0.74412	0.7704	ACKR1	hg38_genes_promoters	0.0164371972315714	1.6156956441882424	0
chr1	148246499	148246734	-0.023024	20	0.4685	0.49152	LOC101927468	hg38_genes_promoters	0.1792209986038232	0.707561543964963	0
chr1	148160628	148161727	-0.036209	54	0.8149	0.85111	LINC02805	hg38_genes_promoters	2.7788092523399014e-23	20.878524856398293	-1
chr1	75744545	75744792	0.017787	10	0.81626	0.79848	DLSTP1	hg38_genes_promoters	0.3792391600211499	0.40735190867718407	0
chr1	78045627	78045865	-0.040075	13	0.14223	0.18231	GIPC2	hg38_genes_promoters	1.2211330227442698e-06	5.245850247976456	-1
chr1	83860971	83861048	0.013251	10	0.029632	0.016381	LINC01725	hg38_genes_promoters	1.6286278900882888e-10	8.799516108592394	1
chr1	83860971	83861048	0.013251	10	0.029632	0.016381	LOC101927560	hg38_genes_promoters	1.6286278900882888e-10	8.799516108592394	1
chr1	84398405	84398926	-0.024897	10	0.77858	0.80348	DNASE2B	hg38_genes_promoters	0.0134259419028237	1.6924278023354615	0
chr1	84398405	84398926	-0.024897	10	0.77858	0.80348	UOX	hg38_genes_promoters	0.0134259419028237	1.6924278023354615	0
chr1	85579749	85579844	0.01931	10	0.080316	0.061006	CCN1	hg38_genes_promoters	1.5712297695739744e-05	4.257892167913654	0
chr1	90832064	90832900	0.030525	13	0.27448	0.24396	LINC02609	hg38_genes_promoters	0.0174152285255978	1.594754837654354	0
chr1	90834655	90834735	0.045579	10	0.15758	0.112	LINC02609	hg38_genes_promoters	9.461200183384504e-05	3.563989488761161	0
chr1	90834655	90834735	0.045579	10	0.15758	0.112	LINC02788	hg38_genes_promoters	9.461200183384504e-05	3.563989488761161	0
chr1	75127020	75127791	-0.013502	18	0.17378	0.18729	LHX8	hg38_genes_promoters	0.7406488549398943	0.12906198689964796	0
chr1	90835523	90836562	0.03486	83	0.085596	0.050736	LINC02788	hg38_genes_promoters	1.8676227277278475e-52	49.28405107313639	1
chr1	90837312	90837987	0.026404	10	0.22493	0.19853	LINC02609	hg38_genes_promoters	0.0261951606693691	1.4416227405110578	0
chr1	91404824	91405446	0.015118	10	0.20393	0.18881	HFM1	hg38_genes_promoters	0.0400577811398955	1.28288257611424	0
chr1	91948604	91948938	-0.02903	10	0.39049	0.41952	BRDT	hg38_genes_promoters	0.2810190598745907	0.5290052446535352	0
chr1	94011317	94012093	0.034939	10	0.54775	0.51281	ABCA4	hg38_genes_promoters	0.2427277515806449	0.587732519389553	0
chr1	94025587	94026357	-0.022061	14	0.60229	0.62435	ABCA4	hg38_genes_promoters	0.5366697182599766	0.2649658265430076	0
chr1	94121122	94121899	-0.020528	13	0.84522	0.86575	ABCA4	hg38_genes_promoters	0.002553399224975	2.317860316989869	0
chr1	101846945	101847256	-0.045957	10	0.28238	0.32833	OLFM3	hg38_genes_promoters	0.0168207635833643	1.6078323258432723	0
chr1	102853804	102853991	-0.0507	24	0.78178	0.83248	LOC112268286	hg38_genes_promoters	2.762144393192511e-16	14.19437041247848	-1
chr1	103108855	103109030	-0.029682	10	0.27884	0.30852	COL11A1	hg38_genes_promoters	0.0309618541656653	1.3800383410587287	0
chr1	104073162	104073719	-0.030399	28	0.79759	0.82799	LOC100129138	hg38_genes_promoters	4.0773870645860816e-11	9.358918107505916	-1
chr1	90835523	90836562	0.03486	83	0.085596	0.050736	LINC02609	hg38_genes_promoters	1.8676227277278475e-52	49.28405107313639	1
chr1	109199817	109200077	0.038699	10	0.17084	0.13214	ELAPOR1	hg38_genes_promoters	0.005043199616204	2.059541675276106	0
chr1	74733236	74733497	0.018941	17	0.034768	0.015826	CRYZ	hg38_genes_promoters	0.0018261686442735	2.4449741101062177	0
chr1	74197802	74198093	0.018096	12	0.10224	0.084141	FPGT	hg38_genes_promoters	0.06157519714788	1.120741074428002	0
chr1	54698053	54698604	-0.014381	10	0.81679	0.83117	MROH7-TTC4	hg38_genes_promoters	0.078902723714341	1.0269013092481043	0
chr1	54806003	54806071	-0.034556	10	0.71616	0.75071	LEXM	hg38_genes_promoters	0.0012134749496573	2.5986350085350067	0
chr1	55049929	55050712	-0.038379	18	0.69313	0.73151	PCSK9	hg38_genes_promoters	4.726776514421998e-05	3.8273465021662942	0
chr1	56819360	56819763	-0.033521	10	0.77953	0.81305	FYB2	hg38_genes_promoters	1.4840776916947846e-05	4.27957945358008	0
chr1	58577224	58577315	-0.011276	10	0.053105	0.064381	TACSTD2	hg38_genes_promoters	0.240891738593575	0.5906627636446226	0
chr1	58577435	58577527	-0.027855	10	0.24553	0.27338	TACSTD2	hg38_genes_promoters	0.1151721576227021	0.8796405881468496	0
chr1	59147079	59147451	-0.012011	12	0.24013	0.25214	HSD52	hg38_genes_promoters	0.7391401207943973	0.12990014623575144	0
chr1	63323983	63324152	0.010063	24	0.029825	0.019762	FOXD3-AS1	hg38_genes_promoters	3.062039477158745e-12	10.396533516077733	1
chr1	64203567	64203672	-0.016406	10	0.85974	0.87614	UBE2U	hg38_genes_promoters	0.0054001464618489	2.033099111632286	0
chr1	64841173	64841725	0.018349	12	0.83029	0.81194	JAK1	hg38_genes_promoters	0.0166158606181811	1.6119054230472967	0
chr1	74733236	74733497	0.018941	17	0.034768	0.015826	TYW3	hg38_genes_promoters	0.0018261686442735	2.4449741101062177	0
chr1	65264655	65264869	0.019724	12	0.030954	0.01123	DNAJC6	hg38_genes_promoters	2.704789623699825e-09	7.671391342357228	1
chr1	66532879	66533173	0.026148	14	0.063835	0.037687	SGIP1	hg38_genes_promoters	1.9799022866779078e-10	8.721548035473958	1
chr1	66533176	66533290	0.011704	18	0.017339	0.0056349	SGIP1	hg38_genes_promoters	6.22878403462977e-26	23.412684725810447	1
chr1	66751844	66752267	0.021598	14	0.1116	0.09	DYNLT5	hg38_genes_promoters	1.8027680558483532e-06	5.092004272301949	1
chr1	67134794	67135031	0.023432	19	0.06213	0.038698	C1orf141	hg38_genes_promoters	9.150642479331844e-05	3.576159868985816	0
chr1	68050553	68050668	-0.036208	10	0.42132	0.45752	DIRAS3	hg38_genes_promoters	1.4261605060848766e-06	5.183035942906481	-1
chr1	68051712	68051861	0.020115	10	0.49921	0.4791	DIRAS3	hg38_genes_promoters	0.0256072495745035	1.449976877792365	0
chr1	70706339	70706923	-0.066182	32	0.35454	0.42072	LINC01788	hg38_genes_promoters	1.611166760840372e-07	6.043469089366023	-1
chr1	74197802	74198093	0.018096	12	0.10224	0.084141	FPGT-TNNI3K	hg38_genes_promoters	0.06157519714788	1.120741074428002	0
chr1	109264459	109264936	-0.031506	10	0.74368	0.77519	CELSR2	hg38_genes_promoters	0.0188533852172065	1.5644841528814484	0
chr1	109268625	109268948	-0.025813	14	0.85361	0.87942	CELSR2	hg38_genes_promoters	5.395165297390756e-06	4.668809358210669	0
chr1	109270281	109270555	-0.020749	10	0.79663	0.81738	CELSR2	hg38_genes_promoters	0.0134833786486424	1.6909311320775862	0
chr1	112711439	112712317	-0.031044	16	0.72396	0.755	PPM1J	hg38_genes_promoters	0.0087515511194072	1.8523649956082187	0
chr1	112711439	112712317	-0.031044	16	0.72396	0.755	RHOC	hg38_genes_promoters	0.0087515511194072	1.8523649956082187	0
chr1	112719052	112719508	-0.032836	15	0.55057	0.5834	TAFA3	hg38_genes_promoters	0.1038501434531357	0.9198018883748856	0
chr1	112957082	112957361	-0.033171	10	0.33083	0.364	SLC16A1	hg38_genes_promoters	0.0203128981315495	1.5352024236773227	0
chr1	114854827	114854962	-0.058907	13	0.49955	0.55846	SYCP1	hg38_genes_promoters	9.232723549639676e-07	5.355249835042645	-1
chr1	115098966	115099594	0.020974	14	0.028012	0.0070375	LINC01765	hg38_genes_promoters	2.2214374808210843e-07	5.918078893086239	1
chr1	116478287	116478878	-0.014952	10	0.805	0.81995	LINC01762	hg38_genes_promoters	0.0897883432112297	0.9772571426476847	0
chr1	116666163	116666649	0.035226	13	0.21417	0.17894	IGSF3	hg38_genes_promoters	6.219072588269476e-05	3.722099789421886	0
chr1	116909375	116909598	-0.028391	10	0.80289	0.83129	PTGFRN	hg38_genes_promoters	0.002101972558544	2.391167055946936	0
chr1	117094461	117095648	-0.012767	14	0.82231	0.83508	TTF2	hg38_genes_promoters	0.2374092896094272	0.5964449094056199	0
chr1	112705352	112705921	-0.022645	10	0.41374	0.43638	RHOC	hg38_genes_promoters	0.4691353661737144	0.32054201281788414	0
chr1	117094461	117095648	-0.012767	14	0.82231	0.83508	MIR942	hg38_genes_promoters	0.2374092896094272	0.5964449094056199	0
chr1	121117939	121118121	-0.057479	12	0.27689	0.33437	H2BP1	hg38_genes_promoters	0.0004128442287662	3.0085265311526173	0
chr1	143699815	143700147	-0.012741	10	0.051831	0.064571	RNVU1-17	hg38_genes_promoters	0.9301955971129268	0.031047373944073354	0
chr1	143904385	143904525	-0.016259	14	0.65154	0.6678	LOC105371209	hg38_genes_promoters	0.1124074454574943	0.8890669021516059	0
chr1	145168405	145168722	-0.072709	11	0.61576	0.68847	LINC01145	hg38_genes_promoters	5.535163275051689e-08	6.470654828083069	-1
chr1	145707644	145708595	-0.016344	13	0.6807	0.69704	PDZK1	hg38_genes_promoters	0.3617936859317907	0.42672935638426424	0
chr1	145962790	145963082	0.023871	10	0.12805	0.10418	ANKRD34A	hg38_genes_promoters	0.0091275381299322	1.836819706280952	0
chr1	146052375	146052500	0.033849	12	0.14781	0.11396	RNVU1-6	hg38_genes_promoters	1.0628390550834927e-07	6.20874090901673	1
chr1	146052375	146052500	0.033849	12	0.14781	0.11396	LINC01719	hg38_genes_promoters	1.0628390550834927e-07	6.20874090901673	1
chr1	146938520	146938830	0.010915	10	0.013856	0.0029419	NBPF12	hg38_genes_promoters	7.631906845114103e-08	6.342277596600122	1
chr1	147760968	147761779	-0.014532	11	0.76651	0.78104	GJA5	hg38_genes_promoters	0.1411349709188349	0.8000575966487925	0
chr1	119896424	119896549	-0.011346	13	0.62049	0.63183	ADAM30	hg38_genes_promoters	0.382007654267485	0.40433937001658143	0
chr1	112698823	112699549	-0.021628	10	0.81689	0.83852	MOV10	hg38_genes_promoters	0.0113581018300025	1.7547948739706403	0
chr1	112465243	112465990	-0.03149	12	0.69811	0.7296	WNT2B	hg38_genes_promoters	0.0166115187242136	1.6119493862740255	0
chr1	111857285	111857684	-0.019864	12	0.78851	0.80837	KCND3-IT1	hg38_genes_promoters	0.0132471016681627	1.6976078201727751	0
chr1	109317345	109317740	-0.017459	12	0.7829	0.80036	SORT1	hg38_genes_promoters	0.006969373875858	1.9383165837927434	0
chr1	109488767	109488988	-0.03302	10	0.83593	0.86895	ATXN7L2	hg38_genes_promoters	2.019077442228964e-05	4.157696322576185	0
chr1	109538938	109539850	-0.017363	13	0.77461	0.79197	GPR61	hg38_genes_promoters	0.0665176989126982	1.0906263637717932	0
chr1	109612876	109613637	-0.02062	10	0.73257	0.75319	GNAT2	hg38_genes_promoters	0.2975510840093573	0.5057688530094426	0
chr1	109625360	109626182	-0.021252	30	0.82135	0.8426	AMPD2	hg38_genes_promoters	2.88457112045712e-07	5.815794125604145	-1
chr1	109667889	109668077	0.016863	13	0.018705	0.0018422	GSTM2	hg38_genes_promoters	2.380517104341362e-23	20.941188344585417	1
chr1	109712097	109712601	-0.061462	31	0.224	0.28546	GSTM5	hg38_genes_promoters	2.3259740193782037e-07	5.900414803048784	-1
chr1	109713537	109714447	-0.023734	14	0.79422	0.81796	GSTM5	hg38_genes_promoters	0.0081389090519711	1.8789230312498133	0
chr1	109751546	109752029	-0.019777	10	0.83584	0.85562	EPS8L3	hg38_genes_promoters	0.0112426640379794	1.7584987833328463	0
chr1	109763839	109764317	-0.032095	10	0.767	0.7991	EPS8L3	hg38_genes_promoters	0.0002723762704084	3.1665596872729456	0
chr1	109909749	109910380	0.017852	10	0.27647	0.25862	CSF1	hg38_genes_promoters	0.1654486087265665	0.7380254176935742	0
chr1	110111891	110112995	-0.017824	18	0.7848	0.80262	UBL4B	hg38_genes_promoters	0.0051474504283231	2.051902500246944	0
chr1	110223043	110223488	-0.016747	32	0.85979	0.87653	KCNC4	hg38_genes_promoters	2.584478577374119e-07	5.858970630466098	-1
chr1	110479965	110480579	-0.016757	10	0.82505	0.84181	CYMP	hg38_genes_promoters	0.0567429973116775	1.151675969214796	0
chr1	110488317	110488881	-0.014626	10	0.8125	0.82712	CYMP	hg38_genes_promoters	0.0462599312961789	1.2293138572958937	0
chr1	110490604	110491311	0.028259	10	0.47431	0.44605	CYMP-AS1	hg38_genes_promoters	0.1350949681713872	0.8174512812938881	0
chr1	110606207	110606381	0.012034	10	0.028224	0.01619	KCNA2	hg38_genes_promoters	2.3587400633088712e-05	4.0977560433289355	0
chr1	110608459	110609177	-0.017424	14	0.58608	0.6035	KCNA2	hg38_genes_promoters	0.2188568941914784	0.6285813688696915	0
chr1	111200291	111200708	0.031837	12	0.31148	0.27964	DENND2D	hg38_genes_promoters	0.0268687988484923	1.432419503352859	0
chr1	111200291	111200708	0.031837	12	0.31148	0.27964	CHI3L2	hg38_genes_promoters	0.0268687988484923	1.432419503352859	0
chr1	111423098	111424321	-0.027651	10	0.79809	0.82574	OVGP1	hg38_genes_promoters	0.0134920388757883	1.6907237031478857	0
chr1	111503248	111503988	0.017296	10	0.52411	0.50681	ADORA3	hg38_genes_promoters	0.4373669313420072	0.3497883377018429	0
chr1	111503248	111503988	0.017296	10	0.52411	0.50681	TMIGD3	hg38_genes_promoters	0.4373669313420072	0.3497883377018429	0
chr1	148246206	148246495	0.013749	10	0.1492	0.13545	LOC101927468	hg38_genes_promoters	0.2934049418317452	0.5112676335813015	0
chr1	159801920	159802438	-0.01903	10	0.79568	0.81471	FCRL6	hg38_genes_promoters	0.0447403108486469	1.2415361150328938	0
chr1	159826283	159826839	0.026787	10	0.27626	0.24948	SLAMF8	hg38_genes_promoters	0.0455242663320619	1.2350705410490366	0
chr1	159828997	159829484	0.049688	10	0.22522	0.17554	SLAMF8	hg38_genes_promoters	0.0002017881886874	3.2780108641943744	0
chr1	206960876	206962270	-0.023464	15	0.78145	0.80492	FCAMR	hg38_genes_promoters	0.0229643999183458	1.4893521708194075	0
