chr	start	stop	mean difference	#CpGs	mean g1	mean g2	annot.symbol	annot.type	p(MWU)_new	-log10(q)	hue
chr1	155140500	155140573	0.015292	12	0.016542	0.00125	DPM3	hg38_genes_promoters	1.854709226400352e-08	6.795273158430866	1
chr1	155187481	155187889	0.064	16	0.703	0.639	MUC1	hg38_genes_promoters	9.03044377853378e-05	3.4839911669118475	0
chr1	155187481	155187889	0.064	16	0.703	0.639	KRTCAP2	hg38_genes_promoters	9.03044377853378e-05	3.4839911669118475	0
chr1	155193818	155193964	-0.0109	10	0.0013	0.0122	MUC1	hg38_genes_promoters	1.3510636119991173e-08	6.918371195640876	-1
chr1	155197587	155198129	-0.025333	12	0.81633	0.84167	THBS3-AS1	hg38_genes_promoters	0.0066574904285653	1.8689379382996376	0
chr1	155197587	155198129	-0.025333	12	0.81633	0.84167	THBS3	hg38_genes_promoters	0.0066574904285653	1.8689379382996376	0
chr1	155199748	155200466	-0.033363	10	0.79624	0.8296	THBS3	hg38_genes_promoters	0.0156728881111766	1.5591632581722374	0
chr1	155318173	155318795	-0.012	12	0.84225	0.85425	FDPS	hg38_genes_promoters	0.210661087055418	0.6181052089789715	0
chr1	155320743	155321209	-0.045194	36	0.017389	0.062583	RUSC1	hg38_genes_promoters	8.068496454665774e-27	24.164530775194507	-1
chr1	153942204	153942344	-0.0284	10	0.847	0.8754	DENND4B	hg38_genes_promoters	0.0005009000201636	2.8368592239000994	0
chr1	153941955	153942046	-0.0426	10	0.8386	0.8812	DENND4B	hg38_genes_promoters	1.9122849223212253e-08	6.783064765691653	-1
chr1	153937199	153937770	-0.026231	13	0.82392	0.85015	DENND4B	hg38_genes_promoters	0.03556636228568	1.2632496738862895	0
chr1	153933651	153934173	-0.0184	10	0.8197	0.8381	DENND4B	hg38_genes_promoters	0.0471822156942892	1.161757356031006	0
chr1	151287217	151287996	-0.018933	22	0.83189	0.85082	ZNF687	hg38_genes_promoters	0.005621710732828	1.929773839910384	0
chr1	151289965	151290250	-0.0616	10	0.5879	0.6495	ZNF687	hg38_genes_promoters	0.0347150254310452	1.2723133112574019	0
chr1	151301883	151302296	0.015	11	0.84655	0.83155	PI4KB	hg38_genes_promoters	0.0547243937066911	1.1095975571014647	0
chr1	151369802	151370039	0.0195	10	0.8489	0.8294	SELENBP1	hg38_genes_promoters	0.0334511078306335	1.2851690464646308	0
chr1	151372241	151372772	0.0312	10	0.8311	0.7999	SELENBP1	hg38_genes_promoters	0.0061381951594447	1.8979943313267422	0
chr1	151373338	151373646	-0.017018	12	0.81107	0.82808	SELENBP1	hg38_genes_promoters	0.3321777493297737	0.4457699880244785	0
chr1	151510261	151510686	0.050413	12	0.41958	0.36917	CGN	hg38_genes_promoters	0.0637832352518442	1.0537637675347584	0
chr1	151518549	151518919	-0.017769	13	0.84569	0.86346	CGN	hg38_genes_promoters	0.0238053007484184	1.4057082190645904	0
chr1	151519098	151519198	-0.0246	10	0.8383	0.8629	CGN	hg38_genes_promoters	0.0321489905491865	1.2992653681850161	0
chr1	151613754	151614065	-0.02624	10	0.70816	0.7344	SNX27	hg38_genes_promoters	0.5782448309185602	0.2287957933662927	0
chr1	151790432	151790512	0.0127	10	0.0185	0.0058	TDRKH-AS1	hg38_genes_promoters	3.230245666407494e-05	3.8752063304534734	0
chr1	151790432	151790512	0.0127	10	0.0185	0.0058	TDRKH	hg38_genes_promoters	3.230245666407494e-05	3.8752063304534734	0
chr1	155612438	155613178	-0.015333	12	0.85408	0.86942	MSTO1	hg38_genes_promoters	0.1717716434004574	0.6938016907049404	0
chr1	151852295	151853997	-0.026003	20	0.7638	0.7898	THEM5	hg38_genes_promoters	0.0150536854762811	1.5741184170410283	0
chr1	151992614	151992958	0.0442	10	0.2414	0.1972	S100A10	hg38_genes_promoters	0.0472652930160949	1.1611138699983963	0
chr1	152081152	152081358	0.0265	10	0.8351	0.8086	LOC100131107	hg38_genes_promoters	0.0079213390537024	1.8058303089559935	0
chr1	152189309	152189407	-0.034933	15	0.042333	0.077267	FLG-AS1	hg38_genes_promoters	0.0001174609508835	3.38541887817393	0
chr1	152623282	152623663	0.0185	24	0.19829	0.17979	LCE3A	hg38_genes_promoters	0.1883298673805684	0.6600627616173971	0
chr1	153356839	153357596	-0.085516	10	0.29658	0.3821	S100A9	hg38_genes_promoters	0.007388492690481	1.8309916208228818	0
chr1	153390450	153391928	-0.17026	19	0.25321	0.42347	S100A8	hg38_genes_promoters	9.851338728622282e-16	13.581003546048688	-1
chr1	153565793	153566606	-0.026466	11	0.19962	0.22609	S100A2	hg38_genes_promoters	0.4632930687863072	0.31791250153545136	0
chr1	153609609	153610064	-0.0987	10	0.4577	0.5564	S100A16	hg38_genes_promoters	0.0076978404655272	1.8155627691912237	0
chr1	153627194	153627355	0.1525	10	0.3514	0.1989	S100A1	hg38_genes_promoters	4.378511950530958e-08	6.454508998187639	1
chr1	153627194	153627355	0.1525	10	0.3514	0.1989	S100A13	hg38_genes_promoters	4.378511950530958e-08	6.454508998187639	1
chr1	153634402	153634497	0.01218	10	0.016497	0.0043167	S100A13	hg38_genes_promoters	0.0075702215473491	1.821755921891018	0
chr1	153670852	153671006	0.010214	14	0.011071	0.00085714	ILF2	hg38_genes_promoters	7.006493666562203e-12	9.9627857303773	1
chr1	151992331	151992599	0.0589	10	0.6481	0.5892	S100A10	hg38_genes_promoters	0.0014020207879075	2.449195346243289	0
chr1	151282340	151282565	0.012339	10	0.013339	0.001	ZNF687-AS1	hg38_genes_promoters	3.101797658276836e-06	4.7782466977784965	0
chr1	155859688	155860089	-0.010668	10	0.039532	0.0502	GON4L	hg38_genes_promoters	0.0026818248541349	2.2034551985772617	0
chr1	155966862	155967449	-0.077119	10	0.18278	0.2599	ARHGEF2	hg38_genes_promoters	0.0002241824270597	3.142113430894323	0
chr1	156912820	156913248	0.0332	10	0.8295	0.7963	PEAR1	hg38_genes_promoters	0.0392577670974802	1.2278937463719626	0
chr1	156939702	156940228	-0.016786	14	0.84164	0.85843	ARHGEF11	hg38_genes_promoters	0.0118173667171206	1.6601114587764054	0
chr1	157045376	157045523	0.010347	10	0.012747	0.0024	ARHGEF11	hg38_genes_promoters	0.0059898233304056	1.9066222630552048	0
chr1	157924797	157925452	-0.028947	19	0.83584	0.86479	LOC105371458	hg38_genes_promoters	3.869455831401831e-07	5.5930124962403704	-1
chr1	158177602	158177734	0.095722	11	0.38554	0.28982	CD1D	hg38_genes_promoters	0.0001088591603071	3.413646920102402	0
chr1	158177735	158177998	0.046955	22	0.31032	0.26336	CD1D	hg38_genes_promoters	9.71387475971046e-05	3.4558920541417253	0
chr1	158999079	158999430	0.085389	10	0.65169	0.5663	IFI16	hg38_genes_promoters	0.0002804151155369	3.056051623588777	0
chr1	159077182	159077637	-0.115689	10	0.21661	0.3323	AIM2	hg38_genes_promoters	9.828791767200466e-07	5.226200339454603	-1
chr1	159140945	159141660	0.0449	10	0.7434	0.6985	AIM2	hg38_genes_promoters	0.0042158843953663	2.036420308181562	0
chr1	159202299	159203137	0.0313	10	0.7016	0.6703	CADM3-AS1	hg38_genes_promoters	0.0279599822645164	1.3482686503210302	0
chr1	159202299	159203137	0.0313	10	0.7016	0.6703	ACKR1	hg38_genes_promoters	0.0279599822645164	1.3482686503210302	0
chr1	159713418	159713893	-0.018833	12	0.83642	0.85525	CRP	hg38_genes_promoters	0.0588769370694505	1.0823803243304992	0
chr1	159801584	159802339	-0.027807	10	0.76289	0.7907	FCRL6	hg38_genes_promoters	0.2872301714767684	0.5009011324608715	0
chr1	159826283	159826839	-0.0805	10	0.213	0.2935	SLAMF8	hg38_genes_promoters	0.0034525067838833	2.110105803062935	0
chr1	159855925	159856049	-0.018063	16	0.79194	0.81	SNHG28	hg38_genes_promoters	0.0009294440914324	2.6027428632877907	0
chr1	159872977	159873387	-0.035017	14	0.80591	0.84093	VSIG8	hg38_genes_promoters	0.0001194618223729	3.378984562248039	0
chr1	159872977	159873387	-0.035017	14	0.80591	0.84093	SNHG28	hg38_genes_promoters	0.0001194618223729	3.378984562248039	0
chr1	159900243	159900536	-0.030539	14	0.34318	0.37371	MIR4259	hg38_genes_promoters	0.4324616277945834	0.3445521045825186	0
chr1	159900243	159900536	-0.030539	14	0.34318	0.37371	CFAP45	hg38_genes_promoters	0.4324616277945834	0.3445521045825186	0
chr1	160114472	160115643	0.012929	14	0.68464	0.67171	ATP1A2	hg38_genes_promoters	0.5607810399160261	0.2410169942372672	0
chr1	160136319	160136661	0.0132	10	0.8741	0.8609	ATP1A2	hg38_genes_promoters	0.1268977559639577	0.8051421480226966	0
chr1	160208882	160210005	0.029163	10	0.81796	0.7888	LOC729867	hg38_genes_promoters	0.0030769115641824	2.152261192245002	0
chr1	160239748	160239968	-0.0172	10	0.8471	0.8643	DCAF8	hg38_genes_promoters	0.0796945385016402	0.9734400444293815	0
chr1	160646976	160647566	-0.0397	10	0.1253	0.165	SLAMF1	hg38_genes_promoters	6.233896256599596e-05	3.6262485887272247	0
chr1	160813221	160813812	0.0127	10	0.773	0.7603	LY9	hg38_genes_promoters	0.1535195718802328	0.7343203416678536	0
chr1	156905211	156905450	-0.044775	12	0.73223	0.777	PEAR1	hg38_genes_promoters	2.58097157229735e-05	3.961619605742068	0
chr1	156893185	156893300	-0.019	10	0.0367	0.0557	PEAR1	hg38_genes_promoters	0.0011535694483635	2.5219167064660244	0
chr1	156873535	156873722	-0.026091	11	0.82145	0.84755	NTRK1	hg38_genes_promoters	0.0096234100148566	1.733986815505343	0
chr1	156816756	156816931	-0.029	10	0.013	0.042	SH2D2A	hg38_genes_promoters	4.2903763297657686e-08	6.461681902183521	-1
chr1	155969543	155970230	-0.048879	10	0.66152	0.7104	ARHGEF2	hg38_genes_promoters	0.0890606428548955	0.934389240564819	0
chr1	155977431	155977888	-0.030193	12	0.0052237	0.035417	ARHGEF2-AS2	hg38_genes_promoters	3.5020067381315324e-10	8.385892734836617	-1
chr1	156060830	156061088	0.021089	10	0.73349	0.7124	RAB25	hg38_genes_promoters	0.3965382799207861	0.37809388717293724	0
chr1	156081537	156081650	-0.019244	10	0.0076556	0.0269	LMNA	hg38_genes_promoters	1.8310133275940277e-06	4.984255906737234	0
chr1	156122259	156123023	0.036714	16	0.65515	0.61844	LMNA	hg38_genes_promoters	0.0149161660669973	1.5772991860315604	0
chr1	156136256	156136419	-0.015167	12	0.8105	0.82567	LMNA	hg38_genes_promoters	0.0612013361191834	1.0682383726859699	0
chr1	156146384	156146856	0.057111	10	0.27373	0.21662	SEMA4A	hg38_genes_promoters	0.2258414337007744	0.5915992550985792	0
chr1	156154389	156154680	-0.1079	10	0.0705	0.1784	SEMA4A	hg38_genes_promoters	4.024947074963527e-13	11.13356401186748	-1
chr1	156155759	156156237	-0.0659	10	0.1455	0.2114	SEMA4A	hg38_genes_promoters	0.0001495929672039	3.296513652636183	0
chr1	156160533	156160777	0.0394	10	0.6325	0.5931	SEMA4A	hg38_genes_promoters	0.13187361104738	0.7905725709601007	0
chr1	155961785	155962042	-0.0384	10	0.5291	0.5675	ARHGEF2	hg38_genes_promoters	0.210797658264785	0.6178709512181971	0
chr1	156195487	156195583	-0.0162	10	0.8444	0.8606	SLC25A44	hg38_genes_promoters	0.1059000748030531	0.8715748093481442	0
chr1	156241642	156242322	-0.036206	21	0.35641	0.39262	BGLAP	hg38_genes_promoters	0.067643302401361	1.0325058319403408	0
chr1	156285792	156285952	-0.0206	10	0.8408	0.8614	TMEM79	hg38_genes_promoters	0.0070297742242305	1.8490466203455718	0
chr1	156291632	156292050	0.0235	12	0.48017	0.45667	SMG5	hg38_genes_promoters	0.4402286441422972	0.3377700984772374	0
chr1	156294025	156294357	-0.0191	10	0.8441	0.8632	GLMP	hg38_genes_promoters	0.0065430968886401	1.874718898666512	0
chr1	156430081	156430695	-0.024704	10	0.064896	0.0896	MIR9-1HG	hg38_genes_promoters	0.2329644243327447	0.5796084235929851	0
chr1	156581114	156581757	-0.0265	10	0.8062	0.8327	TTC24	hg38_genes_promoters	0.0119980245257569	1.655185247840097	0
chr1	156581934	156582450	-0.091234	18	0.22832	0.31956	TTC24	hg38_genes_promoters	1.2691722239209332e-14	12.552899522665149	-1
chr1	156647043	156647153	0.026643	14	0.19836	0.17171	BCAN	hg38_genes_promoters	0.1461446327871677	0.7526880008254131	0
chr1	156726912	156727451	-0.04436	10	0.57954	0.6239	ISG20L2	hg38_genes_promoters	0.0474072174149479	1.160173169745308	0
chr1	156726912	156727451	-0.04436	10	0.57954	0.6239	METTL25B	hg38_genes_promoters	0.0474072174149479	1.160173169745308	0
chr1	156731524	156732405	-0.0189	11	0.83755	0.85645	METTL25B	hg38_genes_promoters	0.1999875301679831	0.6379242060975345	0
chr1	156786469	156787033	-0.056221	10	0.092079	0.1483	PRCC	hg38_genes_promoters	2.480716403732412e-07	5.765168172053392	-1
chr1	156241304	156241624	0.0337	10	0.6723	0.6386	BGLAP	hg38_genes_promoters	0.0640078228668807	1.0525393795202371	0
chr1	151198580	151198847	-0.016246	15	0.011688	0.027933	PIP5K1A	hg38_genes_promoters	2.925856486279542e-12	10.326561863714808	-1
chr1	151165119	151165314	0.043163	10	0.46656	0.4234	SCNM1	hg38_genes_promoters	0.1624317238383816	0.714128826661874	0
chr1	151139606	151140273	-0.0282	10	0.7901	0.8183	SEMA6C	hg38_genes_promoters	0.0765871920552668	0.987285398987989	0
chr1	104073550	104073719	-0.013667	12	0.79508	0.80875	LOC100129138	hg38_genes_promoters	0.1651308418972312	0.7084864732203713	0
chr1	108192711	108192846	0.0183	10	0.861	0.8427	SLC25A24	hg38_genes_promoters	0.0251534375107992	1.3867293864784855	0
chr1	108660987	108661081	-0.013667	12	0.0045	0.018167	LOC105378890	hg38_genes_promoters	9.838037407972974e-10	7.970419707042038	-1
chr1	108660987	108661081	-0.013667	12	0.0045	0.018167	HENMT1	hg38_genes_promoters	9.838037407972974e-10	7.970419707042038	-1
chr1	109090750	109090939	0.011099	17	0.013628	0.0025294	TMEM167B	hg38_genes_promoters	4.476998470128616e-06	4.637608068905032	0
chr1	109113557	109113698	-0.013241	10	0.012159	0.0254	CFAP276	hg38_genes_promoters	0.0015548875783085	2.411000287419894	0
chr1	109113557	109113698	-0.013241	10	0.012159	0.0254	ELAPOR1	hg38_genes_promoters	0.0015548875783085	2.411000287419894	0
chr1	109187043	109187879	-0.034667	12	0.809	0.84367	ELAPOR1	hg38_genes_promoters	0.000264999601182	3.0765787270877674	0
chr1	109191095	109191493	-0.033858	10	0.63654	0.6704	ELAPOR1	hg38_genes_promoters	0.269402061548942	0.524851944856739	0
chr1	109199445	109200077	-0.034615	13	0.17154	0.20615	ELAPOR1	hg38_genes_promoters	0.0436432803938475	1.1893649841471852	0
chr1	109264137	109264332	0.034089	10	0.80169	0.7676	CELSR2	hg38_genes_promoters	0.1612028456879658	0.7168241804007552	0
chr1	109268625	109269246	-0.016712	27	0.84358	0.8603	CELSR2	hg38_genes_promoters	0.0008047999100961	2.657787301964612	0
chr1	109296124	109296808	-0.04015	13	0.75708	0.79723	MYBPHL	hg38_genes_promoters	0.0025382401601626	2.223482155725338	0
chr1	109307231	109307732	0.0576	10	0.5922	0.5346	MYBPHL	hg38_genes_promoters	0.0101630200569438	1.7143102850162968	0
chr1	109317047	109317556	-0.011991	12	0.78693	0.79892	SORT1	hg38_genes_promoters	0.015842742989536	1.55484512807082	0
chr1	109484379	109484609	-0.011533	12	0.075467	0.087	ATXN7L2	hg38_genes_promoters	0.0166131065244516	1.5378401812026499	0
chr1	109484790	109485176	-0.030612	10	0.61269	0.6433	ATXN7L2	hg38_genes_promoters	0.3161661652909645	0.46489234211737734	0
chr1	109489306	109490018	-0.030717	12	0.81653	0.84725	ATXN7L2	hg38_genes_promoters	0.1239215549502023	0.8135602191808681	0
chr1	109623762	109624125	-0.03924	10	0.26026	0.2995	AMPD2	hg38_genes_promoters	0.023566602647918	1.4091301187988503	0
chr1	109626281	109627211	-0.027571	21	0.82948	0.85705	AMPD2	hg38_genes_promoters	0.0006637757603791	2.7303586979465035	0
chr1	109667819	109668222	-0.015472	24	0.007986	0.023458	GSTM2	hg38_genes_promoters	6.854416223386865e-09	7.192504332111272	-1
chr1	109711890	109712269	0.037174	26	0.19706	0.15988	GSTM5	hg38_genes_promoters	0.0022806016961395	2.2650779710919346	0
chr1	109712273	109712514	0.041273	11	0.24018	0.19891	GSTM5	hg38_genes_promoters	0.1702805201671062	0.6969499797151385	0
chr1	109712516	109712707	0.045614	10	0.55201	0.5064	GSTM5	hg38_genes_promoters	0.1245168071455642	0.8117522287960778	0
chr1	104072960	104073046	-0.0159	10	0.7972	0.8131	LOC100129138	hg38_genes_promoters	0.396949276268531	0.37777471739334995	0
chr1	103570406	103570660	-0.020762	10	0.83154	0.8523	AMY2B	hg38_genes_promoters	0.1319501830091009	0.7904218484658161	0
chr1	101997099	101997487	-0.0228	10	0.1696	0.1924	OLFM3	hg38_genes_promoters	0.2493738698223627	0.5539475421892871	0
chr1	101846868	101847256	0.058171	11	0.32826	0.27009	OLFM3	hg38_genes_promoters	0.0612074405802335	1.0682383726859699	0
chr1	77930856	77931446	-0.016476	13	0.85268	0.86915	NEXN	hg38_genes_promoters	0.4452130655150949	0.33344012487766306	0
chr1	77979079	77979176	0.018154	13	0.019769	0.0016154	DNAJB4	hg38_genes_promoters	5.737569146722372e-10	8.190449618769293	1
chr1	77979079	77979176	0.018154	13	0.019769	0.0016154	GIPC2	hg38_genes_promoters	5.737569146722372e-10	8.190449618769293	1
chr1	77979079	77979176	0.018154	13	0.019769	0.0016154	FUBP1	hg38_genes_promoters	5.737569146722372e-10	8.190449618769293	1
chr1	78619476	78620119	0.0158	10	0.3465	0.3307	IFI44L	hg38_genes_promoters	0.9990198396954162	0.0004258869645228175	0
chr1	84398445	84399155	-0.0179	10	0.7606	0.7785	DNASE2B	hg38_genes_promoters	0.3066825271803084	0.4768636428796649	0
chr1	84398445	84399155	-0.0179	10	0.7606	0.7785	UOX	hg38_genes_promoters	0.3066825271803084	0.4768636428796649	0
chr1	85259823	85260248	0.032768	10	0.39087	0.3581	C1orf52	hg38_genes_promoters	0.6264497927712509	0.19587185267402815	0
chr1	89185730	89187096	-0.02907	12	0.77393	0.803	GBP4	hg38_genes_promoters	0.0346280472297006	1.2732122202564424	0
chr1	90717503	90717558	-0.103	10	0.2085	0.3115	BARHL2	hg38_genes_promoters	5.557891316550991e-09	7.276746779524566	-1
chr1	90834632	90834735	-0.044	12	0.0885	0.1325	LINC02609	hg38_genes_promoters	0.0008443929009046	2.6396011185918002	0
chr1	90834632	90834735	-0.044	12	0.0885	0.1325	LINC02788	hg38_genes_promoters	0.0008443929009046	2.6396011185918002	0
chr1	109751276	109752686	-0.012211	19	0.83447	0.84668	EPS8L3	hg38_genes_promoters	0.1650614283308076	0.7085712443456826	0
chr1	90835523	90835991	-0.049782	37	0.067299	0.11708	LINC02788	hg38_genes_promoters	6.473130805845791e-14	11.876904684534638	-1
chr1	90836016	90836562	-0.03137	46	0.028348	0.059717	LINC02609	hg38_genes_promoters	4.9137515300901096e-14	11.993206292812756	-1
chr1	91022337	91022881	-0.020267	10	0.37203	0.3923	ZNF644	hg38_genes_promoters	0.1270129917635768	0.8049007483625842	0
chr1	91949356	91949428	-0.0364	10	0.7831	0.8195	BRDT	hg38_genes_promoters	0.0605273997727447	1.0725716013366857	0
chr1	92029262	92029526	0.015083	12	0.86417	0.84908	EPHX4	hg38_genes_promoters	0.0108151823186113	1.6920844506418289	0
chr1	92486972	92487084	-0.017636	11	0.0057273	0.023364	GFI1	hg38_genes_promoters	2.2084371209250936e-12	10.439996638073918	-1
chr1	93585063	93585591	0.023115	11	0.83502	0.81191	BCAR3	hg38_genes_promoters	0.050484863862454	1.138083018084752	0
chr1	93590453	93591012	0.017174	10	0.87667	0.8595	BCAR3	hg38_genes_promoters	0.0176498433912367	1.5159207409987665	0
chr1	94011266	94012088	-0.0735	10	0.4522	0.5257	ABCA4	hg38_genes_promoters	0.0465352185566608	1.1669092333370805	0
chr1	94121058	94121899	-0.024875	16	0.82881	0.85369	ABCA4	hg38_genes_promoters	0.0074540219633891	1.8275688057953206	0
chr1	94624205	94624785	-0.0301	10	0.842	0.8721	SLC44A3-AS1	hg38_genes_promoters	0.0477559774989164	1.1577719208705526	0
chr1	95117552	95117591	0.0152	10	0.0196	0.0044	TLCD4-RWDD3	hg38_genes_promoters	0.0010057805113499	2.5726547692667823	0
chr1	95232773	95233368	0.0658	10	0.6624	0.5966	RWDD3	hg38_genes_promoters	0.0236253849318332	1.4083212172664221	0
chr1	90835523	90835991	-0.049782	37	0.067299	0.11708	LINC02609	hg38_genes_promoters	6.473130805845791e-14	11.876904684534638	-1
chr1	109914737	109915777	-0.017583	12	0.78283	0.80042	CSF1	hg38_genes_promoters	0.3645085616833931	0.4104814631915265	0
chr1	110222897	110223185	0.019923	13	0.88715	0.86723	KCNC4	hg38_genes_promoters	0.0007076278001275	2.7065067864435948	0
chr1	110390619	110391374	0.0318	10	0.7754	0.7436	SLC16A4	hg38_genes_promoters	0.036776286246413	1.2516861603691587	0
chr1	145845970	145846440	-0.014365	10	0.027835	0.0422	NUDT17	hg38_genes_promoters	0.0026774700934441	2.2040646320208785	0
chr1	145919319	145919761	0.025312	16	0.043312	0.018	PEX11B	hg38_genes_promoters	0.7513491808949768	0.1206355687193378	0
chr1	145919319	145919761	0.025312	16	0.043312	0.018	GNRHR2	hg38_genes_promoters	0.7513491808949768	0.1206355687193378	0
chr1	145962790	145963082	-0.039289	10	0.093711	0.133	ANKRD34A	hg38_genes_promoters	0.0036012551874372	2.0938227844154276	0
chr1	145964548	145964676	0.0142	10	0.0163	0.0021	ANKRD34A	hg38_genes_promoters	0.0012460258835409	2.4927153500288375	0
chr1	145964548	145964676	0.0142	10	0.0163	0.0021	POLR3GL	hg38_genes_promoters	0.0012460258835409	2.4927153500288375	0
chr1	146052375	146052480	-0.0554	10	0.0751	0.1305	LINC01719	hg38_genes_promoters	0.021587396675719	1.4417302240366694	0
chr1	146052375	146052480	-0.0554	10	0.0751	0.1305	RNVU1-6	hg38_genes_promoters	0.021587396675719	1.4417302240366694	0
chr1	147177510	147178151	-0.026048	21	0.38714	0.41319	PDIA3P1	hg38_genes_promoters	0.0717487385193964	1.0108283934795734	0
chr1	147773114	147773902	0.047868	12	0.46195	0.41408	GJA5	hg38_genes_promoters	0.1836414192998665	0.6694263911069047	0
chr1	148246237	148246495	0.023707	10	0.15051	0.1268	LOC101927468	hg38_genes_promoters	0.0437350086986415	1.1887588007412135	0
chr1	149636434	149636512	0.011795	10	0.016795	0.005	LINC00869	hg38_genes_promoters	0.0368196192012974	1.2513004573156883	0
chr1	121396387	121396444	-0.02803	11	0.030606	0.058636	LINC02798	hg38_genes_promoters	4.852842021356143e-07	5.503293101883495	-1
chr1	149636434	149636512	0.011795	10	0.016795	0.005	LOC644634	hg38_genes_promoters	0.0368196192012974	1.2513004573156883	0
chr1	149849600	149850235	-0.022029	10	0.12767	0.1497	H2AC19	hg38_genes_promoters	0.1754643260814964	0.6862223167090756	0
chr1	149886380	149886562	-0.016706	17	0.035882	0.052588	H2AC20	hg38_genes_promoters	0.0007659654913817	2.6770046504769303	0
chr1	149888866	149889161	0.055237	10	0.27334	0.2181	H2AC21	hg38_genes_promoters	0.051564505051622	1.131069368138053	0
chr1	149936419	149937002	0.057497	16	0.64212	0.58462	MTMR11	hg38_genes_promoters	0.0012804210545508	2.4825906403499194	0
chr1	150234737	150234868	0.013519	15	0.014986	0.0014667	ANP32E	hg38_genes_promoters	0.0002777256910748	3.0595832802307856	0
chr1	150256747	150257234	-0.010896	10	0.2089	0.2198	CA14	hg38_genes_promoters	0.5209575582171314	0.2705502550436096	0
chr1	150321468	150321528	0.015	12	0.016417	0.0014167	PRPF3	hg38_genes_promoters	7.294120560117112e-14	11.8284193084043	1
chr1	150550829	150551522	-0.0368	10	0.3263	0.3631	MIR4257	hg38_genes_promoters	0.0791988200978087	0.9755989674834475	0
chr1	150550829	150551522	-0.0368	10	0.3263	0.3631	ADAMTSL4	hg38_genes_promoters	0.0791988200978087	0.9755989674834475	0
chr1	150557826	150558046	0.0461	10	0.7928	0.7467	ADAMTSL4	hg38_genes_promoters	1.422146417842252e-05	4.190445375714326	0
chr1	150557826	150558046	0.0461	10	0.7928	0.7467	ADAMTSL4-AS2	hg38_genes_promoters	1.422146417842252e-05	4.190445375714326	0
chr1	150720890	150720988	-0.0435	10	0.8086	0.8521	HORMAD1	hg38_genes_promoters	1.3979026683311409e-08	6.9043067759734145	-1
chr1	149812024	149812125	-0.1	15	0.2656	0.3656	H2BC18	hg38_genes_promoters	1.2832688574709422e-07	6.024008020772217	-1
chr1	161037706	161038337	-0.054086	13	0.62422	0.67831	TSTD1	hg38_genes_promoters	0.3461154312058296	0.4299954384102342	0
chr1	120434031	120434207	-0.047691	14	0.83538	0.88307	PFN1P2	hg38_genes_promoters	1.2494164100166596e-05	4.239129343805026	0
chr1	119001662	119001806	-0.0255	12	0.0295	0.055	LOC105378933	hg38_genes_promoters	2.7442653146616865e-05	3.9386299399858986	0
chr1	110407714	110407797	0.0109	10	0.0141	0.0032	LAMTOR5	hg38_genes_promoters	0.0279463014638484	1.3483487752839827	0
chr1	110407714	110407797	0.0109	10	0.0141	0.0032	LAMTOR5-AS1	hg38_genes_promoters	0.0279463014638484	1.3483487752839827	0
