chr	start	stop	mean difference	#CpGs	mean g1	mean g2	annot.symbol	annot.type	p(MWU)_new	-log10(q)	hue
chr1	153609058	153609407	0.019789	10	0.775	0.75521	S100A16	hg38_genes_promoters	0.0197329424886104	1.4024843265775886	0
chr1	153627194	153627355	-0.118995	10	0.1989	0.31789	S100A1	hg38_genes_promoters	7.631127268574573e-08	5.7559525303384405	-1
chr1	151825882	151826239	0.023192	10	0.7074	0.68421	RORC	hg38_genes_promoters	0.2955571753653834	0.47799059975134306	0
chr1	153627194	153627355	-0.118995	10	0.1989	0.31789	S100A13	hg38_genes_promoters	7.631127268574573e-08	5.7559525303384405	-1
chr1	151164797	151165247	-0.030072	10	0.575	0.60507	SCNM1	hg38_genes_promoters	0.3548166052419828	0.4124618937875711	0
chr1	150720585	150720870	-0.023581	10	0.8587	0.88228	HORMAD1	hg38_genes_promoters	0.0004504845460182	2.679354031913462	0
chr1	119367508	119368487	-0.039536	16	0.66537	0.70491	HAO2	hg38_genes_promoters	0.0224269971922942	1.359987516663077	0
chr1	119896512	119896946	0.010214	17	0.72771	0.71749	ADAM30	hg38_genes_promoters	0.4215444722035522	0.34834629689702157	0
chr1	120433701	120434076	-0.01649	13	0.82538	0.84188	PFN1P2	hg38_genes_promoters	0.001207092218127	2.3382390398992356	0
chr1	121396685	121396769	-0.022555	13	0.029231	0.051786	LINC02798	hg38_genes_promoters	0.016944306732963	1.4532658368957803	0
chr1	143904449	143904582	-0.022689	10	0.6181	0.64079	LOC105371209	hg38_genes_promoters	0.1271555865468373	0.7737298430404275	0
chr1	145168985	145169394	0.039202	10	0.6481	0.6089	LINC01145	hg38_genes_promoters	0.0003745039672687	2.744310750352226	0
chr1	146052375	146052554	-0.031044	17	0.098	0.12904	RNVU1-6	hg38_genes_promoters	0.0011140484723925	2.367721301313315	0
chr1	146052375	146052554	-0.031044	17	0.098	0.12904	LINC01719	hg38_genes_promoters	0.0011140484723925	2.367721301313315	0
chr1	150926391	150926627	-0.012442	10	0.0059	0.018342	SETDB1	hg38_genes_promoters	0.0025673701478021	2.0806203963942473	0
chr1	147178077	147178272	0.014735	26	0.34081	0.32607	PDIA3P1	hg38_genes_promoters	0.0317593670005789	1.239136322857654	0
chr1	149017486	149018320	-0.013306	13	0.83254	0.84584	PDE4DIP	hg38_genes_promoters	0.005094552940532	1.8530638865411138	0
chr1	149811992	149812099	0.029746	13	0.41292	0.38318	H2BC18	hg38_genes_promoters	0.0142757676161267	1.5141688589726274	0
chr1	149931363	149931961	0.011171	10	0.6982	0.68703	MTMR11	hg38_genes_promoters	0.7736039202255742	0.10845638921990262	0
chr1	149933793	149934257	-0.014216	10	0.866	0.88022	MTMR11	hg38_genes_promoters	0.0026687708314502	2.0676334649060975	0
chr1	149936630	149936965	0.02736	10	0.5922	0.56484	MTMR11	hg38_genes_promoters	0.1140563639168888	0.812016167060669	0
chr1	150158998	150159212	0.024293	10	0.7447	0.72041	LOC105371433	hg38_genes_promoters	0.1126956516080468	0.8161357817696903	0
chr1	150282921	150283050	0.027226	10	0.4026	0.37537	CIART	hg38_genes_promoters	0.1075445688215167	0.8313920949506179	0
chr1	150558560	150558883	-0.040509	12	0.63883	0.67934	ADAMTSL4-AS2	hg38_genes_promoters	0.0036823411453847	1.95991909485107	0
chr1	147773063	147773708	-0.046835	10	0.2883	0.33513	GJA5	hg38_genes_promoters	0.102771602413133	0.8461346992773846	0
chr1	153633460	153633780	0.07706	14	0.55236	0.4753	CHTOP	hg38_genes_promoters	1.1712065235362868e-05	3.956058498438126	0
chr1	153933840	153934287	0.023652	10	0.8549	0.83125	DENND4B	hg38_genes_promoters	0.0083288818750788	1.690502826671192	0
chr1	153944199	153944369	0.027579	10	0.6789	0.65132	DENND4B	hg38_genes_promoters	0.117766536872971	0.8008698383389128	0
chr1	155966178	155966846	0.015338	10	0.748	0.73266	ARHGEF2	hg38_genes_promoters	0.4066646116703323	0.36200219938489175	0
chr1	156136727	156137072	-0.026321	10	0.8121	0.83842	LMNA	hg38_genes_promoters	0.0042901962702923	1.9082250804235823	0
chr1	156285767	156286657	0.016442	24	0.862	0.84556	TMEM79	hg38_genes_promoters	0.0125268892937535	1.5555367109407359	0
chr1	156291424	156291536	-0.013442	10	0.1214	0.13484	SMG5	hg38_genes_promoters	0.0005485517681751	2.610253024385495	0
chr1	156295270	156295647	-0.010253	10	0.0858	0.096053	GLMP	hg38_genes_promoters	0.3472973369732868	0.4204124407026015	0
chr1	156407811	156408222	-0.0162	10	0.7748	0.791	MIR9-1HG	hg38_genes_promoters	0.1766551841625329	0.6600221436470302	0
chr1	156490113	156490736	-0.015738	10	0.196	0.21174	MEF2D	hg38_genes_promoters	0.417626431989433	0.35171408949302757	0
chr1	156581454	156582081	0.030387	17	0.56441	0.53402	TTC24	hg38_genes_promoters	0.092612607484917	0.8799880633259968	0
chr1	155688324	155688435	-0.016964	10	0.017	0.033964	YY1AP1	hg38_genes_promoters	0.0003554312744518	2.7610139768878104	0
chr1	156583970	156584370	-0.022439	10	0.33852	0.36096	TTC24	hg38_genes_promoters	0.6216760331402851	0.19748305402202362	0
chr1	156646705	156646903	0.019706	24	0.18433	0.16463	BCAN	hg38_genes_promoters	0.0077426872807101	1.7136793495730145	0
chr1	156744940	156745296	-0.022824	10	0.4498	0.47262	HDGF	hg38_genes_promoters	0.3686261067894165	0.3984543853993418	0
chr1	156814444	156815121	0.033163	10	0.7174	0.68424	NTRK1	hg38_genes_promoters	0.0362733523554809	1.1956482952500718	0
chr1	156814444	156815121	0.033163	10	0.7174	0.68424	SH2D2A	hg38_genes_promoters	0.0362733523554809	1.1956482952500718	0
chr1	156893710	156893811	-0.010473	10	0.0072	0.017673	PEAR1	hg38_genes_promoters	0.0032041599742362	2.0063182100563908	0
chr1	156947331	156947738	0.022889	10	0.8561	0.83321	ARHGEF11	hg38_genes_promoters	0.0066573565622404	1.7665852317000108	0
chr1	157045366	157045553	-0.013194	10	0.0041	0.017294	ARHGEF11	hg38_genes_promoters	0.0239893511638732	1.3363614832636124	0
chr1	157099340	157099819	-0.016995	10	0.4649	0.48189	ETV3L	hg38_genes_promoters	0.4680118522037165	0.30839502403135194	0
chr1	156642156	156642287	-0.011342	12	0.014667	0.026009	BCAN	hg38_genes_promoters	0.0048774660404888	1.8659376989277707	0
chr1	155688324	155688435	-0.016964	10	0.017	0.033964	DAP3	hg38_genes_promoters	0.0003554312744518	2.7610139768878104	0
chr1	155320265	155320686	-0.053401	13	0.18585	0.23925	RUSC1	hg38_genes_promoters	0.0049420751735047	1.8624019882348295	0
chr1	155211673	155211946	0.036443	12	0.80175	0.76531	MTX1	hg38_genes_promoters	0.0004272236993486	2.69911603567363	0
chr1	153986051	153986239	-0.020974	10	0.0135	0.034474	RAB13	hg38_genes_promoters	3.871548607197544e-07	5.180210535006766	-1
chr1	154154749	154155119	-0.092586	20	0.696	0.78859	NUP210L	hg38_genes_promoters	8.87419025149051e-09	6.5732401692796225	-1
chr1	154330012	154330600	0.013923	10	0.7485	0.73458	ATP8B2	hg38_genes_promoters	0.4511961329808894	0.3224166208979917	0
chr1	154486140	154486721	-0.029945	10	0.5304	0.56035	SHE	hg38_genes_promoters	0.218681939631011	0.5838275411721187	0
chr1	154501631	154501782	-0.043918	18	0.040556	0.084474	TDRD10	hg38_genes_promoters	6.7279147196641e-09	6.671893813010332	-1
chr1	154609530	154609919	0.07134	10	0.3278	0.25646	ADAR	hg38_genes_promoters	0.007869697918113	1.7084907495052761	0
chr1	154970433	154971175	-0.013447	12	0.15175	0.1652	SHC1	hg38_genes_promoters	0.3048427199793969	0.4670935471854601	0
chr1	154971199	154971958	-0.042219	10	0.4812	0.52341	SHC1	hg38_genes_promoters	0.141148563490469	0.7390900906038609	0
chr1	154989418	154990403	-0.016307	10	0.845	0.86131	FLAD1	hg38_genes_promoters	0.2791336440712419	0.4970869806357114	0
chr1	155032874	155033272	0.020146	13	0.84723	0.82709	DCST1	hg38_genes_promoters	0.0141143975059644	1.5176030338138389	0
chr1	155054393	155054738	-0.018679	10	0.8344	0.85308	ADAM15	hg38_genes_promoters	0.0226716220144015	1.3562180103348935	0
chr1	155057754	155057997	0.019321	10	0.8609	0.84158	ADAM15	hg38_genes_promoters	0.0101081544301172	1.6272616216493885	0
chr1	155129947	155130245	-0.025521	10	0.1709	0.19642	EFNA1	hg38_genes_promoters	0.1603304725383493	0.6945337077102626	0
chr1	155130745	155131526	-0.026842	10	0.7009	0.72774	EFNA1	hg38_genes_promoters	0.1596015120709988	0.6961055639762757	0
chr1	155187240	155187628	-0.029245	14	0.73914	0.76839	KRTCAP2	hg38_genes_promoters	0.0206273630054211	1.3882780888393738	0
chr1	155187682	155187889	-0.056268	10	0.6301	0.68637	MUC1	hg38_genes_promoters	0.0012332520748882	2.3313766707330354	0
chr1	155187682	155187889	-0.056268	10	0.6301	0.68637	KRTCAP2	hg38_genes_promoters	0.0012332520748882	2.3313766707330354	0
chr1	155188606	155188709	0.018232	12	0.77942	0.76118	MUC1	hg38_genes_promoters	0.0096480723014259	1.6430116959295902	0
chr1	155188719	155188811	0.062234	10	0.85789	0.79566	MUC1	hg38_genes_promoters	6.402661247864364e-08	5.823432028260365	1
chr1	119367508	119368487	-0.039536	16	0.66537	0.70491	HAO2-IT1	hg38_genes_promoters	0.0224269971922942	1.359987516663077	0
chr1	157925417	157925703	0.02025	16	0.86338	0.84313	LOC105371458	hg38_genes_promoters	0.0006927881607554	2.5281753415639554	0
chr1	118185337	118185473	-0.012232	10	0.0214	0.033632	SPAG17	hg38_genes_promoters	0.0207532131774683	1.3863829386149582	0
chr1	116966931	116967231	-0.016302	13	0.85423	0.87053	PTGFRN	hg38_genes_promoters	0.0083247895876411	1.6905844399412242	0
chr1	67833899	67834187	-0.022733	10	0.7118	0.73453	GNG12	hg38_genes_promoters	0.0133056263791301	1.5362251522896222	0
chr1	68050473	68050944	-0.036223	27	0.39493	0.43115	DIRAS3	hg38_genes_promoters	0.0162255144255498	1.4688346445924099	0
chr1	68051712	68051861	-0.066711	10	0.4325	0.49921	DIRAS3	hg38_genes_promoters	0.0007676262909893	2.4931912992413863	0
chr1	68155240	68156034	-0.016978	10	0.8305	0.84748	WLS	hg38_genes_promoters	0.0420647492541666	1.1453689306591428	0
chr1	71048031	71048251	-0.026842	12	0.059167	0.086009	PTGER3	hg38_genes_promoters	7.858847944240963e-06	4.10096521147922	0
chr1	71048031	71048251	-0.026842	12	0.059167	0.086009	ZRANB2-AS1	hg38_genes_promoters	7.858847944240963e-06	4.10096521147922	0
chr1	75127429	75127908	-0.030689	10	0.1727	0.20339	LHX8	hg38_genes_promoters	0.3462069791562085	0.42148361847421645	0
chr1	77632230	77633263	-0.019524	10	0.7177	0.73722	ZZZ3	hg38_genes_promoters	0.111815800374581	0.8184442589243178	0
chr1	67430038	67430165	0.015029	11	0.038091	0.023062	SERBP1	hg38_genes_promoters	3.9671578201249534e-05	3.519650592793374	0
chr1	78491041	78491157	-0.012613	17	0.0084706	0.021084	PTGFR	hg38_genes_promoters	5.029224989629264e-10	7.663574652150584	-1
chr1	83861255	83861862	-0.025737	10	0.606	0.63174	LOC101927560	hg38_genes_promoters	0.5253910727551243	0.26373101830253853	0
chr1	83861255	83861862	-0.025737	10	0.606	0.63174	LINC01725	hg38_genes_promoters	0.5253910727551243	0.26373101830253853	0
chr1	87371635	87372673	-0.027784	10	0.8535	0.88128	LINC01364	hg38_genes_promoters	0.000386690432596	2.7338703979021295	0
chr1	90717489	90717534	0.040289	10	0.2395	0.19921	BARHL2	hg38_genes_promoters	0.0172644549632591	1.4474797894625409	0
chr1	90832044	90832449	-0.01955	10	0.1421	0.16165	LINC02609	hg38_genes_promoters	0.2004357943858959	0.6147330579826032	0
chr1	90850692	90850800	-0.011542	10	0.0033	0.014842	LINC01763	hg38_genes_promoters	2.013922714249209e-07	5.418600909391625	-1
chr1	91328911	91329334	0.016195	10	0.8193	0.80311	HFM1	hg38_genes_promoters	0.758398833761607	0.11659134252161096	0
chr1	91948811	91949491	0.018505	32	0.78613	0.76762	BRDT	hg38_genes_promoters	0.0447252256200531	1.1238323203127767	0
chr1	81800724	81800758	-0.015043	10	0.0147	0.029743	ADGRL2	hg38_genes_promoters	7.369911866822026e-05	3.3024122597551933	0
chr1	93346292	93346382	-0.011621	10	0.0013	0.012921	CCDC18-AS1	hg38_genes_promoters	2.8752119488199724e-08	6.1231149623479215	-1
chr1	67307788	67307888	-0.010069	13	0.011827	0.021897	IL12RB2	hg38_genes_promoters	0.0005249157870829	2.6250259304416295	0
chr1	67134818	67134975	-0.031205	10	0.0279	0.059105	C1orf141	hg38_genes_promoters	0.0016766440286163	2.2260334798998507	0
chr1	54715036	54715596	0.015226	10	0.5237	0.50847	TTC4	hg38_genes_promoters	0.1632550232822485	0.6880378584948768	0
chr1	54886393	54886671	-0.020911	10	0.0903	0.11121	DHCR24	hg38_genes_promoters	0.1246347919060774	0.7805688124890551	0
chr1	54980461	54980533	-0.013179	10	0.0304	0.043579	TMEM61	hg38_genes_promoters	0.0309036625048276	1.2485481597365808	0
chr1	54980461	54980533	-0.013179	10	0.0304	0.043579	LOC105378736	hg38_genes_promoters	0.0309036625048276	1.2485481597365808	0
chr1	54998856	54999152	-0.0174	10	0.6946	0.712	BSND	hg38_genes_promoters	0.4180067801354309	0.35137608508740964	0
chr1	55039753	55039872	-0.01007	12	0.0071667	0.017237	PCSK9	hg38_genes_promoters	2.3110857443542654e-08	6.205089240102901	-1
chr1	58784922	58785081	-0.012518	13	0.0046923	0.017211	LINC01135	hg38_genes_promoters	1.5018000284139525e-06	4.696939314390735	0
chr1	58784922	58785081	-0.012518	13	0.0046923	0.017211	LOC101926907	hg38_genes_promoters	1.5018000284139525e-06	4.696939314390735	0
chr1	67135001	67135280	-0.025121	10	0.1681	0.19322	C1orf141	hg38_genes_promoters	0.6566398309298065	0.17545381861163745	0
chr1	58784922	58785081	-0.012518	13	0.0046923	0.017211	JUN	hg38_genes_promoters	1.5018000284139525e-06	4.696939314390735	0
chr1	60073808	60073887	-0.0167	10	0.0913	0.108	C1orf87	hg38_genes_promoters	0.0266543099922	1.2997214428438266	0
chr1	61406407	61406752	-0.019641	10	0.8524	0.87204	NFIA	hg38_genes_promoters	0.0012017379449267	2.3395097059937395	0
chr1	61654144	61654303	-0.010012	18	0.83578	0.84579	MGC34796	hg38_genes_promoters	0.0063575138914431	1.7807919054638308	0
chr1	62194683	62194895	0.018958	10	0.1448	0.12584	L1TD1	hg38_genes_promoters	0.2583371473048931	0.525648670526421	0
chr1	62263493	62264188	-0.018005	16	0.79031	0.80832	KANK4	hg38_genes_promoters	0.001650523748785	2.2308722383702597	0
chr1	63317852	63317987	-0.016174	10	0.0784	0.094574	LINC00466	hg38_genes_promoters	0.5393418819574043	0.253520242137471	0
chr1	65148280	65148445	-0.031611	20	0.04185	0.073461	AK4	hg38_genes_promoters	1.626871729567945e-14	11.707955600749905	-1
chr1	65264609	65264869	-0.023332	13	0.026615	0.049948	DNAJC6	hg38_genes_promoters	2.355269927135443e-06	4.538097262935751	0
chr1	59147421	59147790	-0.020247	10	0.8147	0.83495	HSD52	hg38_genes_promoters	0.0246862218593507	1.3266061959916973	0
chr1	93682034	93682267	-0.012489	10	0.1073	0.11979	BCAR3	hg38_genes_promoters	0.5103141532066462	0.27514627236989425	0
chr1	94010906	94011668	0.010807	12	0.588	0.57719	ABCA4	hg38_genes_promoters	0.5437517174177084	0.2502620157381651	0
chr1	94063142	94063707	-0.013947	10	0.5517	0.56565	ABCA4	hg38_genes_promoters	0.3456698119767973	0.4220990682501416	0
chr1	109751551	109752051	0.016689	10	0.8449	0.82821	EPS8L3	hg38_genes_promoters	0.1482370335495076	0.7223067542045605	0
chr1	110017985	110018561	-0.013689	10	0.8678	0.88149	AHCYL1	hg38_genes_promoters	0.0018451585676711	2.193249626130039	0
chr1	110222838	110223102	-0.018216	10	0.8631	0.88132	KCNC4	hg38_genes_promoters	0.0084266008628399	1.6864902606781704	0
chr1	110472676	110472891	0.036789	10	0.786	0.74921	CYMP	hg38_genes_promoters	0.0044450295822773	1.8960703330014117	0
chr1	110472676	110472891	0.036789	10	0.786	0.74921	LOC105378898	hg38_genes_promoters	0.0044450295822773	1.8960703330014117	0
chr1	110606207	110606381	-0.01092	10	0.0173	0.02822	KCNA2	hg38_genes_promoters	0.0126310314157911	1.5525385962003464	0
chr1	110607919	110608531	-0.019216	22	0.29123	0.31044	KCNA2	hg38_genes_promoters	0.4456210857785559	0.32707741937047535	0
chr1	111503848	111504416	-0.038282	10	0.4066	0.44488	ADORA3	hg38_genes_promoters	0.219239620605687	0.5830048473380102	0
chr1	109712097	109712213	0.012263	12	0.1545	0.14224	GSTM5	hg38_genes_promoters	0.1521110343220262	0.7135050174369365	0
chr1	111503848	111504416	-0.038282	10	0.4066	0.44488	TMIGD3	hg38_genes_promoters	0.219239620605687	0.5830048473380102	0
chr1	112711931	112712432	0.017449	10	0.8479	0.83045	RHOC	hg38_genes_promoters	0.1207328243028843	0.7917980787285664	0
chr1	112711931	112712432	0.017449	10	0.8479	0.83045	PPM1J	hg38_genes_promoters	0.1207328243028843	0.7917980787285664	0
chr1	114154864	114155103	-0.02849	13	0.095154	0.12364	SYT6	hg38_genes_promoters	0.006859463639627	1.7555301609253027	0
chr1	114854416	114854831	0.026159	10	0.642	0.61584	SYCP1	hg38_genes_promoters	0.292054628953965	0.4823796545236707	0
chr1	114854842	114854926	0.082621	10	0.6102	0.52758	SYCP1	hg38_genes_promoters	7.460323117635217e-09	6.636833347533032	1
chr1	115671079	115671354	-0.025753	10	0.5333	0.55905	VANGL1	hg38_genes_promoters	0.2711921271790402	0.507591377150085	0
chr1	115976410	115976466	0.012397	10	0.0199	0.0075029	SLC22A15	hg38_genes_promoters	5.464333061686374e-05	3.4076208639350902	0
chr1	116493305	116493551	-0.012984	10	0.8067	0.81968	LOC112268235	hg38_genes_promoters	0.1335727538035311	0.7582242855601032	0
chr1	112697886	112699549	-0.018302	28	0.81414	0.83245	MOV10	hg38_genes_promoters	0.0045443467501451	1.8890809882942972	0
chr1	109669270	109669533	-0.044345	12	0.65042	0.69476	GSTM2	hg38_genes_promoters	0.0001047668878298	3.1774971786761643	0
chr1	109657570	109658262	-0.012582	10	0.8191	0.83168	GSTM4	hg38_genes_promoters	0.131640054764652	0.7621945744760106	0
chr1	109625343	109625452	0.036114	10	0.8304	0.79429	AMPD2	hg38_genes_promoters	1.5943790309730862e-05	3.8496839288243647	0
chr1	94623909	94624751	-0.017758	15	0.82807	0.84582	SLC44A3-AS1	hg38_genes_promoters	0.0012727377122624	2.3197199786776377	0
chr1	94927487	94927582	-0.010811	10	0.0174	0.028211	CNN3-DT	hg38_genes_promoters	0.0059367495320477	1.8019871509975456	0
chr1	94927487	94927582	-0.010811	10	0.0174	0.028211	CNN3	hg38_genes_promoters	0.0059367495320477	1.8019871509975456	0
chr1	98045191	98045411	0.013287	10	0.0509	0.037613	MIR2682	hg38_genes_promoters	0.016999467418041	1.45231803807494	0
chr1	98045191	98045411	0.013287	10	0.0509	0.037613	MIR137HG	hg38_genes_promoters	0.016999467418041	1.45231803807494	0
chr1	98661345	98661419	-0.013568	10	0.0158	0.029368	SNX7	hg38_genes_promoters	0.001304968301265	2.311282904535607	0
chr1	99645397	99646238	-0.052625	14	0.47143	0.52405	PALMD	hg38_genes_promoters	0.0180748258646177	1.4322069960713342	0
chr1	102853851	102854007	0.056765	18	0.82183	0.76507	LOC112268286	hg38_genes_promoters	2.547824313193971e-12	9.773424463483655	1
chr1	103108123	103108258	-0.012963	10	0.0113	0.024263	COL11A1	hg38_genes_promoters	0.0006723596633414	2.537706246900524	0
chr1	108830573	108830807	-0.077022	12	0.42758	0.50461	AKNAD1	hg38_genes_promoters	0.0001121294949261	3.152079268262821	0
chr1	108876066	108876338	-0.024674	10	0.7768	0.80147	GPSM2	hg38_genes_promoters	0.0704845341055121	0.9715414391095663	0
chr1	109190910	109191290	-0.034347	10	0.6786	0.71295	ELAPOR1	hg38_genes_promoters	0.1290620691055156	0.7683345154667481	0
chr1	109199488	109199998	-0.017695	10	0.1122	0.12989	ELAPOR1	hg38_genes_promoters	0.1240209589239795	0.7821399779882271	0
chr1	109235302	109235801	-0.035584	10	0.8221	0.85768	SARS1	hg38_genes_promoters	0.0362049528564875	1.195994864281663	0
chr1	109268810	109269132	0.034452	12	0.85958	0.82513	CELSR2	hg38_genes_promoters	4.064508131220623e-07	5.16546735112042	1
chr1	109281889	109282354	-0.037605	10	0.18	0.21761	PSRC1	hg38_genes_promoters	0.1256324910386094	0.777821375765505	0
chr1	109307231	109307935	-0.036484	13	0.53592	0.57241	MYBPHL	hg38_genes_promoters	0.0466174494430476	1.1113218712215203	0
chr1	109317497	109317740	0.013663	10	0.8654	0.85174	SORT1	hg38_genes_promoters	0.0558801378638246	1.0508989327762415	0
chr1	109489306	109489855	0.020257	10	0.845	0.82474	ATXN7L2	hg38_genes_promoters	0.3492368962334389	0.41852329390647414	0
chr1	118185337	118185473	-0.012232	10	0.0214	0.033632	LOC105378930	hg38_genes_promoters	0.0207532131774683	1.3863829386149582	0
chr1	158177643	158177782	-0.058267	15	0.26573	0.324	CD1D	hg38_genes_promoters	0.0005132491945703	2.6330817820279884	0
chr1	159140798	159141664	-0.050277	13	0.69862	0.74889	AIM2	hg38_genes_promoters	0.0074883404423738	1.7241342040972614	0
chr1	159202659	159203692	0.013348	10	0.7574	0.74405	ACKR1	hg38_genes_promoters	0.7911639405425853	0.09908783905243261	0
chr1	213988928	213989130	-0.010871	10	0.0109	0.021771	PROX1	hg38_genes_promoters	0.0115428394897922	1.5827372762385956	0
chr1	214330641	214331049	-0.035725	12	0.78283	0.81856	SMYD2	hg38_genes_promoters	0.0030815492819395	2.0201059727416815	0
chr1	220747895	220748160	-0.010958	15	0.035533	0.046491	MTARC2	hg38_genes_promoters	0.0044567398177171	1.8952352816871814	0
chr1	222712217	222712449	0.013106	11	0.049545	0.036439	AIDA	hg38_genes_promoters	1.1923391927083158e-05	3.951884582962529	0
chr1	222712217	222712449	0.013106	11	0.049545	0.036439	BROX	hg38_genes_promoters	1.1923391927083158e-05	3.951884582962529	0
chr1	223393275	223393512	0.041692	20	0.1907	0.14901	CCDC185	hg38_genes_promoters	0.0036103855681172	1.9664004138229818	0
chr1	223701159	223701670	0.02341	10	0.8564	0.83299	CAPN2	hg38_genes_promoters	0.0052025142885067	1.8458110909003809	0
chr1	223756598	223757093	-0.023789	14	0.85557	0.87936	CAPN2	hg38_genes_promoters	4.0021759020448925e-05	3.5162438030658727	0
chr1	213988928	213989130	-0.010871	10	0.0109	0.021771	PROX1-AS1	hg38_genes_promoters	0.0115428394897922	1.5827372762385956	0
chr1	223758148	223758646	-0.016605	14	0.85371	0.87032	CAPN2	hg38_genes_promoters	0.0005192289302515	2.6285391475582567	0
chr1	223821097	223821790	-0.029446	15	0.83947	0.86891	TP53BP2	hg38_genes_promoters	0.0054528162899426	1.8311208833965207	0
chr1	224175727	224175879	-0.044061	18	0.0805	0.12456	DEGS1	hg38_genes_promoters	2.020177486936644e-15	12.503847927117244	-1
chr1	225465538	225466133	-0.016696	15	0.73573	0.75243	LINC02765	hg38_genes_promoters	0.2668614063015884	0.5137800929502276	0
chr1	225508621	225509561	-0.01323	13	0.79877	0.812	ENAH	hg38_genes_promoters	0.0458967803969593	1.1156686842194168	0
chr1	225828628	225828893	0.019005	10	0.8002	0.78119	EPHX1	hg38_genes_promoters	0.1024141263625668	0.8472745687858009	0
chr1	225847875	225848578	0.024379	10	0.7328	0.70842	TMEM63A	hg38_genes_promoters	0.1494630867713711	0.7193485185873714	0
chr1	225911815	225912082	-0.018747	10	0.7072	0.72595	LEFTY1	hg38_genes_promoters	0.0465930434394366	1.1113218712215203	0
chr1	225921837	225922118	0.017363	12	0.86383	0.84647	PYCR2	hg38_genes_promoters	0.0467332682746713	1.1107800607359102	0
chr1	223759315	223759450	-0.014753	10	0.8593	0.87405	CAPN2	hg38_genes_promoters	0.011913609320141	1.5726479733723815	0
chr1	226408624	226408795	-0.019364	12	0.81625	0.83561	PARP1	hg38_genes_promoters	0.0032367324577305	2.003083056034965	0
chr1	211829451	211829771	-0.042382	14	0.12929	0.17167	LPGAT1-AS1	hg38_genes_promoters	0.0020950658389442	2.1520666828952564	0
chr1	209652326	209652598	0.024811	12	0.79525	0.77044	LAMB3	hg38_genes_promoters	0.0338677919999974	1.217512676715651	0
chr1	206557366	206557445	0.010904	12	0.030333	0.01943	RASSF5	hg38_genes_promoters	3.2190613568837903e-05	3.5974979704888015	0
chr1	206728622	206728989	-0.015837	13	0.18431	0.20014	MAPKAPK2	hg38_genes_promoters	0.1704356265722416	0.6735837093307212	0
chr1	206772301	206773250	-0.017514	10	0.3266	0.34411	IL10	hg38_genes_promoters	0.3389421724333064	0.4295140001191568	0
chr1	206865150	206865571	-0.017811	10	0.5844	0.60221	IL20	hg38_genes_promoters	0.2307228487989364	0.5653771568287917	0
chr1	207051164	207051460	0.02459	10	0.3767	0.35211	YOD1	hg38_genes_promoters	0.5326452906486979	0.25816619356969084	0
chr1	207669155	207669702	0.017825	41	0.074008	0.056183	CR1L	hg38_genes_promoters	0.449953929847839	0.32344355095921234	0
