chr	start	stop	mean difference	#CpGs	mean g1	mean g2	annot.symbol	annot.type	p(MWU)_new	-log10(q)	hue
chr1	151165531	151165807	-0.018992	11	0.17136	0.19035	SCNM1	hg38_genes_promoters	0.2704356062471161	0.5455868954894922	0
chr1	151060234	151060504	0.015649	11	0.026497	0.010848	CDC42SE1	hg38_genes_promoters	0.0007840397185985	2.7478805911326254	0
chr1	151060234	151060504	0.015649	11	0.026497	0.010848	MLLT11	hg38_genes_promoters	0.0007840397185985	2.7478805911326254	0
chr1	146052375	146052554	0.072216	17	0.12898	0.056765	LINC01719	hg38_genes_promoters	8.203961210465484e-10	8.174184453718548	1
chr1	116031405	116032220	0.032334	13	0.87667	0.84433	SLC22A15	hg38_genes_promoters	0.0001062956039205	3.512886741307025	0
chr1	116405626	116406127	0.02477	12	0.81135	0.78658	ATP1A1	hg38_genes_promoters	0.2317981905078351	0.6050510693990997	0
chr1	116493305	116493551	0.018384	10	0.81968	0.8013	LOC112268235	hg38_genes_promoters	0.2127668027101857	0.6390418322464233	0
chr1	116666213	116666589	0.050219	10	0.11112	0.0609	IGSF3	hg38_genes_promoters	9.975727013605288e-09	7.168930258441814	1
chr1	116693079	116693651	0.025865	10	0.83236	0.8065	LINC02868	hg38_genes_promoters	0.0045746137455541	2.0842927063704355	0
chr1	116909320	116909590	-0.014244	10	0.82584	0.84009	PTGFRN	hg38_genes_promoters	0.0648890903609157	1.0920773712278615	0
chr1	115098983	115099594	0.024526	13	0.02872	0.0041938	LINC01765	hg38_genes_promoters	1.856152085203732e-05	4.190165949180563	0
chr1	112711983	112712435	-0.020905	10	0.85934	0.88024	PPM1J	hg38_genes_promoters	0.0181270575760806	1.5683846281738236	0
chr1	112711983	112712435	-0.020905	10	0.85934	0.88024	RHOC	hg38_genes_promoters	0.0181270575760806	1.5683846281738236	0
chr1	112850436	112850557	0.024821	10	0.73842	0.7136	LINC01356	hg38_genes_promoters	0.0517791580877155	1.177388719004103	0
chr1	112957032	112957227	-0.044947	10	0.20705	0.252	SLC16A1	hg38_genes_promoters	0.0238192482119081	1.4662116937754286	0
chr1	118989523	118989729	0.021758	10	0.088158	0.0664	TBX15	hg38_genes_promoters	0.0102839391951002	1.7815994493743492	0
chr1	119001680	119001806	0.018211	10	0.047211	0.029	LOC105378933	hg38_genes_promoters	0.0002178887278269	3.2343907884620284	0
chr1	145962694	145963146	0.024575	15	0.16129	0.13671	ANKRD34A	hg38_genes_promoters	0.0275640600757269	1.4131357740776502	0
chr1	145964548	145964676	-0.010486	10	0.0058139	0.0163	ANKRD34A	hg38_genes_promoters	0.0184754343198887	1.5609148883646897	0
chr1	145964548	145964676	-0.010486	10	0.0058139	0.0163	POLR3GL	hg38_genes_promoters	0.0184754343198887	1.5609148883646897	0
chr1	146052375	146052554	0.072216	17	0.12898	0.056765	RNVU1-6	hg38_genes_promoters	8.203961210465484e-10	8.174184453718548	1
chr1	119367950	119368382	0.031187	10	0.80174	0.77055	HAO2	hg38_genes_promoters	0.0042483528371782	2.112470692874137	0
chr1	119367950	119368382	0.031187	10	0.80174	0.77055	HAO2-IT1	hg38_genes_promoters	0.0042483528371782	2.112470692874137	0
chr1	119713083	119713489	-0.082508	13	0.47757	0.56008	PHGDH	hg38_genes_promoters	1.4284091284154034e-05	4.292126821008095	0
chr1	145707275	145708049	-0.019758	10	0.78347	0.80323	PDZK1	hg38_genes_promoters	0.1114010837112256	0.889532797240703	0
chr1	120434031	120434175	0.043596	12	0.8701	0.8265	PFN1P2	hg38_genes_promoters	9.14246789122534e-06	4.464168116938381	0
chr1	121396411	121396769	0.018956	37	0.039843	0.020887	LINC02798	hg38_genes_promoters	3.360430380272768e-08	6.679729073619632	1
chr1	121518563	121519001	-0.020726	10	0.60747	0.6282	EMBP1	hg38_genes_promoters	0.206415360734353	0.6508045254109439	0
chr1	151992331	151992599	-0.03282	10	0.61528	0.6481	S100A10	hg38_genes_promoters	0.0494892297972764	1.194310815105495	0
chr1	155612174	155612579	0.017216	12	0.87805	0.86083	MSTO1	hg38_genes_promoters	0.086060697620787	0.9859335337967106	0
chr1	155688321	155688423	0.012566	10	0.033878	0.021312	DAP3	hg38_genes_promoters	0.0063392115648961	1.9607133930958554	0
chr1	155688321	155688423	0.012566	10	0.033878	0.021312	YY1AP1	hg38_genes_promoters	0.0063392115648961	1.9607133930958554	0
chr1	155962585	155963055	0.066141	16	0.60345	0.53731	ARHGEF2	hg38_genes_promoters	0.0036973648312449	2.164198794049595	0
chr1	155966986	155967501	0.06264	10	0.24916	0.18652	ARHGEF2	hg38_genes_promoters	0.0011154235922263	2.6140215365781057	0
chr1	155979108	155980048	0.039621	10	0.070631	0.03101	ARHGEF2	hg38_genes_promoters	5.6589347892765495e-06	4.652245573651553	0
chr1	155990248	155990920	0.064578	11	0.5302	0.46562	ARHGEF2	hg38_genes_promoters	0.0265237996125378	1.4267673375242953	0
chr1	155990248	155990920	0.064578	11	0.5302	0.46562	ARHGEF2-AS1	hg38_genes_promoters	0.0265237996125378	1.4267673375242953	0
chr1	155320654	155321209	0.048853	38	0.06859	0.019737	RUSC1	hg38_genes_promoters	3.50063655029486e-42	39.22365962931691	1
chr1	155320380	155320627	0.069568	10	0.21739	0.14782	RUSC1	hg38_genes_promoters	8.944786001102176e-05	3.5801898356029116	0
chr1	155129051	155129415	0.011211	10	0.033526	0.022316	EFNA1	hg38_genes_promoters	0.0024869520327611	2.3126470184758494	0
chr1	155129947	155130245	0.037121	10	0.19642	0.1593	EFNA1	hg38_genes_promoters	0.0136283555817687	1.6752386265401278	0
chr1	155134985	155135211	-0.030149	10	0.12939	0.15954	SLC50A1	hg38_genes_promoters	0.0963106636048079	0.9434461265112979	0
chr1	155187418	155187728	-0.030679	10	0.69042	0.7211	KRTCAP2	hg38_genes_promoters	0.0932284645128446	0.9558982796046104	0
chr1	155199748	155200466	0.027273	10	0.82352	0.79625	THBS3	hg38_genes_promoters	0.0204013216354114	1.524179871221331	0
chr1	155318225	155318777	0.027242	10	0.87084	0.8436	FDPS	hg38_genes_promoters	0.0006353522423141	2.828427950453245	0
chr1	156081568	156081932	0.010464	13	0.014749	0.0042849	MEX3A	hg38_genes_promoters	1.01088690539151e-05	4.426027516287018	0
chr1	156081568	156081932	0.010464	13	0.014749	0.0042849	LMNA	hg38_genes_promoters	1.01088690539151e-05	4.426027516287018	0
chr1	156291408	156291536	0.035605	12	0.13294	0.097333	SMG5	hg38_genes_promoters	1.3382360720579176e-05	4.3177268567909834	0
chr1	156293171	156294047	0.027747	14	0.85676	0.82901	GLMP	hg38_genes_promoters	0.0002125073259899	3.2447037299188093	0
chr1	156338391	156338511	-0.011483	17	0.0026935	0.014176	CCT3	hg38_genes_promoters	7.353156850378719e-23	20.51652582886174	-1
chr1	156338391	156338511	-0.011483	17	0.0026935	0.014176	TSACC	hg38_genes_promoters	7.353156850378719e-23	20.51652582886174	-1
chr1	156381397	156382231	0.030097	13	0.82117	0.79108	RHBG	hg38_genes_promoters	0.0606229793587206	1.117024317633238	0
chr1	156407801	156408136	0.026405	10	0.77911	0.7527	MIR9-1HG	hg38_genes_promoters	0.0381559367736417	1.2919638207836615	0
chr1	156581994	156582401	0.029503	12	0.26384	0.23433	TTC24	hg38_genes_promoters	0.0828737313316773	1.0004960567476027	0
chr1	156583846	156584370	0.02609	10	0.38592	0.35983	TTC24	hg38_genes_promoters	0.052181024124584	1.1744320364979577	0
chr1	156413366	156414250	0.032888	12	0.66497	0.63208	MIR9-1HG	hg38_genes_promoters	0.107190949987032	0.9041072342542295	0
chr1	156285051	156285600	-0.015731	10	0.78477	0.8005	TMEM79	hg38_genes_promoters	0.0020321350322317	2.3901684680836652	0
chr1	156126122	156126783	0.019016	10	0.077358	0.058342	LMNA	hg38_genes_promoters	0.0119586772610512	1.7258691339283432	0
chr1	156135679	156136002	0.018939	12	0.83711	0.81817	LMNA	hg38_genes_promoters	0.0637938134393553	1.0979804563957816	0
chr1	156154389	156154680	0.116167	10	0.18667	0.0705	SEMA4A	hg38_genes_promoters	8.016445281534746e-17	14.755332934203992	1
chr1	156155759	156156237	0.074868	10	0.22037	0.1455	SEMA4A	hg38_genes_promoters	7.713360516429189e-07	5.436865522626305	1
chr1	156195564	156196000	-0.012065	10	0.83842	0.85049	SLC25A44	hg38_genes_promoters	0.1131616215177668	0.8837509928540925	0
chr1	156241683	156242135	0.047456	12	0.21912	0.17167	BGLAP	hg38_genes_promoters	0.000175120513916	3.3210196192509156	0
chr1	155062911	155063079	0.014526	10	0.043526	0.029	EFNA3	hg38_genes_promoters	0.0011782684150241	2.592546829830148	0
chr1	153678432	153678521	0.014007	10	0.027007	0.013001	NPR1	hg38_genes_promoters	8.769366516551242e-06	4.480414916907536	0
chr1	153688195	153688654	-0.029689	10	0.71321	0.7429	NPR1	hg38_genes_promoters	0.0681669124194502	1.0732831506382894	0
chr1	153933423	153933697	0.022556	13	0.79717	0.77461	DENND4B	hg38_genes_promoters	0.0517463133860239	1.177549669498638	0
chr1	153937199	153937770	0.021709	13	0.84563	0.82392	DENND4B	hg38_genes_promoters	0.0480168350488138	1.2050916802691627	0
chr1	153941899	153942010	0.021921	10	0.87442	0.8525	DENND4B	hg38_genes_promoters	3.139969842877648e-05	3.984386455446088	0
chr1	153986058	153986246	0.017502	10	0.030895	0.013393	RAB13	hg38_genes_promoters	3.168989713024399e-07	5.7883909418615325	1
chr1	153633460	153633780	-0.076242	14	0.47534	0.55158	CHTOP	hg38_genes_promoters	9.56060697556349e-06	4.448253203165726	0
chr1	153627194	153627355	-0.033505	10	0.31789	0.3514	S100A13	hg38_genes_promoters	0.1135127563021966	0.8825601212430227	0
chr1	152036932	152037011	0.012052	10	0.014526	0.0024747	S100A11	hg38_genes_promoters	2.151807510545223e-06	5.033044608510608	1
chr1	152081148	152081353	-0.039647	10	0.78405	0.8237	LOC100131107	hg38_genes_promoters	0.0001593386416533	3.3577543235158553	0
chr1	152188736	152188962	0.019741	13	0.15097	0.13123	FLG-AS1	hg38_genes_promoters	0.0084995120369282	1.851471745521332	0
chr1	152188971	152189167	0.037409	13	0.16664	0.12923	FLG-AS1	hg38_genes_promoters	3.0083121750252e-05	4.001217000837824	0
chr1	153628697	153629616	0.033285	10	0.67584	0.64256	S100A13	hg38_genes_promoters	0.1627864353302794	0.7437586324664787	0
chr1	153356609	153357923	0.046755	18	0.29936	0.25261	S100A9	hg38_genes_promoters	0.0002953448210371	3.119668320671121	0
chr1	153390450	153391928	0.139021	19	0.39217	0.25315	S100A8	hg38_genes_promoters	1.1433511080934048e-15	13.66746514156103	1
chr1	153417480	153417879	-0.015832	10	0.75177	0.7676	S100A7A	hg38_genes_promoters	0.2327134978761743	0.6035307506420363	0
chr1	153565793	153566606	0.037154	11	0.23725	0.2001	S100A2	hg38_genes_promoters	0.0757332624588464	1.0345854353024004	0
chr1	153568097	153568495	-0.039606	14	0.65835	0.69795	S100A2	hg38_genes_promoters	0.0132493244391573	1.6862430132709165	0
chr1	153609273	153609728	-0.038636	12	0.70228	0.74092	S100A16	hg38_genes_promoters	0.0072207506396939	1.9110490743011395	0
chr1	153627194	153627355	-0.033505	10	0.31789	0.3514	S100A1	hg38_genes_promoters	0.1135127563021966	0.8825601212430227	0
chr1	154154661	154155153	0.022183	26	0.7773	0.75512	NUP210L	hg38_genes_promoters	0.0420983778969889	1.2547212348341152	0
chr1	154989418	154990564	0.013611	13	0.85086	0.83725	FLAD1	hg38_genes_promoters	0.088218773292128	0.9763544770547606	0
chr1	155033580	155033936	0.020332	10	0.88363	0.8633	DCST2	hg38_genes_promoters	0.0248547252894473	1.4508799419286627	0
chr1	155033580	155033936	0.020332	10	0.88363	0.8633	DCST1	hg38_genes_promoters	0.0248547252894473	1.4508799419286627	0
chr1	155054393	155054738	0.013733	10	0.85343	0.8397	ADAM15	hg38_genes_promoters	0.3771271943823127	0.41127052240526485	0
chr1	155062911	155063079	0.014526	10	0.043526	0.029	EFNA4	hg38_genes_promoters	0.0011782684150241	2.592546829830148	0
chr1	154868412	154869183	0.017744	10	0.21158	0.19383	KCNN3	hg38_genes_promoters	0.2576619951516237	0.5641024177929979	0
chr1	154253662	154254479	0.024609	10	0.87681	0.8522	UBAP2L	hg38_genes_promoters	0.0012803160532359	2.5613720909786464	0
chr1	154428436	154428800	0.023614	15	0.86014	0.83653	IL6R	hg38_genes_promoters	0.0107804788633042	1.7643387025231034	0
chr1	154869216	154869613	0.073831	19	0.4709	0.39707	KCNN3	hg38_genes_promoters	1.759449740893262e-07	6.020377369693798	1
chr1	154502565	154502678	0.025596	19	0.036537	0.010942	TDRD10	hg38_genes_promoters	9.665518705753814e-19	16.559461009940737	1
chr1	154552735	154553217	0.026698	10	0.77626	0.74956	UBE2Q1	hg38_genes_promoters	0.1591621891738152	0.7522488211174096	0
chr1	154552735	154553217	0.026698	10	0.77626	0.74956	UBE2Q1-AS1	hg38_genes_promoters	0.1591621891738152	0.7522488211174096	0
chr1	154859756	154860429	0.013021	10	0.56742	0.5544	KCNN3	hg38_genes_promoters	0.655279787958263	0.1813524919371578	0
chr1	154502565	154502678	0.025596	19	0.036537	0.010942	SHE	hg38_genes_promoters	9.665518705753814e-19	16.559461009940737	1
chr1	66752010	66752301	0.026595	13	0.031134	0.0045385	DYNLT5	hg38_genes_promoters	3.932435556664607e-15	13.159209260044234	1
chr1	67307333	67307520	0.011892	12	0.014035	0.0021429	IL12RB2	hg38_genes_promoters	1.7207956802409479e-10	8.796563772095258	1
chr1	68050561	68050691	-0.039596	12	0.40557	0.44517	DIRAS3	hg38_genes_promoters	7.339049963683063e-05	3.6554944745856184	0
chr1	68051468	68051650	-0.030653	15	0.44161	0.47227	DIRAS3	hg38_genes_promoters	0.0044345965010576	2.0962730905569464	0
chr1	66533160	66533227	0.015906	14	0.020977	0.0050714	SGIP1	hg38_genes_promoters	1.352579482541019e-18	16.421098476130002	1
chr1	65264655	65264869	0.022242	12	0.030992	0.00875	DNAJC6	hg38_genes_promoters	5.977247630182983e-08	6.453325896404704	1
chr1	65148280	65148400	0.022806	15	0.071066	0.04826	AK4	hg38_genes_promoters	4.9255714228919524e-08	6.528185195606388	1
chr1	61082256	61082311	-0.014027	10	0.023587	0.037614	NFIA	hg38_genes_promoters	0.2305995743501462	0.60706347369278	0
chr1	61088186	61088376	0.014085	10	0.87589	0.8618	NFIA	hg38_genes_promoters	0.1750162716163495	0.7157475639109365	0
chr1	63323950	63324155	0.014612	32	0.029622	0.01501	FOXD3-AS1	hg38_genes_promoters	3.3256450918133123e-18	16.055903715223383	1
chr1	63592682	63593068	0.037887	10	0.17649	0.1386	PGM1	hg38_genes_promoters	0.0147154461357658	1.6467952813252786	0
chr1	64841173	64841579	0.041795	10	0.86889	0.8271	JAK1	hg38_genes_promoters	0.0002028703642289	3.262340676107781	0
chr1	69568274	69568324	0.011073	13	0.012227	0.0011538	LRRC7	hg38_genes_promoters	3.9500308925917006e-15	13.158056435721136	1
chr1	69919342	69919556	0.035006	15	0.85441	0.8194	PIN1P1	hg38_genes_promoters	2.799306085903986e-07	5.837650994821139	1
chr1	77979079	77979176	-0.014361	13	0.0054078	0.019769	DNAJB4	hg38_genes_promoters	1.536537435828141e-11	9.777211686155788	-1
chr1	77979079	77979176	-0.014361	13	0.0054078	0.019769	GIPC2	hg38_genes_promoters	1.536537435828141e-11	9.777211686155788	-1
chr1	77979079	77979176	-0.014361	13	0.0054078	0.019769	FUBP1	hg38_genes_promoters	1.536537435828141e-11	9.777211686155788	-1
chr1	77682561	77682897	-0.01122	18	0.0024063	0.013627	ZZZ3	hg38_genes_promoters	2.509662340695664e-11	9.579864479009403	-1
chr1	84398383	84399197	0.0286	13	0.80322	0.77462	DNASE2B	hg38_genes_promoters	0.0188233674874812	1.5537584203081078	0
chr1	84398383	84399197	0.0286	13	0.80322	0.77462	UOX	hg38_genes_promoters	0.0188233674874812	1.5537584203081078	0
chr1	79006675	79006730	0.026363	10	0.19126	0.1649	ADGRL4	hg38_genes_promoters	0.1168260273293991	0.8716085184436233	0
chr1	74732526	74733362	0.017657	29	0.03445	0.016793	CRYZ	hg38_genes_promoters	0.0009249787874852	2.6848878945020793	0
chr1	77632306	77633303	0.017502	10	0.7515	0.734	ZZZ3	hg38_genes_promoters	0.1991872116151457	0.6645419016925259	0
chr1	74732526	74733362	0.017657	29	0.03445	0.016793	TYW3	hg38_genes_promoters	0.0009249787874852	2.6848878945020793	0
chr1	75127096	75127562	-0.015783	10	0.16182	0.1776	LHX8	hg38_genes_promoters	0.1859082929378394	0.6917789859535691	0
chr1	75133706	75134105	0.016223	14	0.10772	0.0915	LHX8	hg38_genes_promoters	0.2641958820530222	0.5545010920572526	0
chr1	75744545	75744792	0.062463	10	0.81626	0.7538	DLSTP1	hg38_genes_promoters	0.0017121361201954	2.453438243075095	0
chr1	75796687	75796963	0.029034	14	0.83853	0.8095	MSH4	hg38_genes_promoters	4.057411305762094e-06	4.783169575317215	0
chr1	60073689	60073840	0.016628	16	0.071941	0.055312	C1orf87	hg38_genes_promoters	0.0001071977251713	3.510153436007904	0
chr1	59673019	59673708	0.047234	10	0.61559	0.56836	FGGY	hg38_genes_promoters	0.1062749183913514	0.907343497869234	0
chr1	53459701	53459752	-0.052633	10	0.76026	0.8129	DMRTB1	hg38_genes_promoters	6.187088062036128e-06	4.616470395753549	0
chr1	53276900	53276963	-0.033332	13	0.7749	0.80823	LRP8	hg38_genes_promoters	1.5412644525489705e-05	4.264333847809099	0
chr1	53266465	53266614	0.023979	10	0.86858	0.8446	LRP8	hg38_genes_promoters	0.0096180081994856	1.8061284452983544	0
chr1	52907806	52908059	0.015911	10	0.85621	0.8403	ECHDC2	hg38_genes_promoters	0.0972844798027674	0.9399735354596374	0
chr1	52914551	52915165	-0.019444	12	0.82031	0.83975	ECHDC2	hg38_genes_promoters	0.0419466879932035	1.2558167979712713	0
chr1	53061649	53061879	0.010458	10	0.024158	0.0137	PODN	hg38_genes_promoters	4.6836793976486815e-05	3.829754325967062	0
chr1	53142330	53142727	0.024724	17	0.83508	0.81035	SLC1A7	hg38_genes_promoters	0.0006184522135573	2.8379405816238465	0
chr1	53195294	53196076	-0.019418	10	0.78048	0.7999	CPT2	hg38_genes_promoters	0.1786654289158505	0.7077169547532643	0
chr1	53078413	53078546	0.040789	10	0.87479	0.834	PODN	hg38_genes_promoters	4.380632948544725e-08	6.57505744301119	1
chr1	54190731	54190999	0.014676	10	0.87928	0.8646	CYB5RL	hg38_genes_promoters	0.1532018640331112	0.7668354611779528	0
chr1	55049810	55050217	-0.049032	10	0.71037	0.7594	PCSK9	hg38_genes_promoters	0.0025863482967536	2.2988952004752807	0
chr1	59147138	59147451	-0.029268	10	0.27863	0.3079	HSD52	hg38_genes_promoters	0.0961506031922654	0.9440100737756391	0
chr1	59553010	59553557	0.027329	10	0.86373	0.8364	FGGY	hg38_genes_promoters	0.0023040300054028	2.3423786685296846	0
chr1	56819360	56819793	-0.027971	11	0.77148	0.79945	FYB2	hg38_genes_promoters	0.0019759470109244	2.4000590983528043	0
chr1	59926655	59926910	-0.013059	25	0.0056211	0.01868	CYP2J2	hg38_genes_promoters	1.1797048580507626e-06	5.27016612962538	-1
chr1	54547150	54548187	0.071053	22	0.094853	0.0238	ACOT11	hg38_genes_promoters	5.981322456400969e-41	38.05467851605034	1
chr1	54199376	54199610	0.017245	10	0.032213	0.014968	MRPL37	hg38_genes_promoters	0.0025146592428745	2.309245279641801	0
chr1	54251589	54251855	-0.011876	10	0.8891	0.90098	SSBP3	hg38_genes_promoters	0.2465728984933	0.5811226736149496	0
chr1	54258122	54258548	0.04279	20	0.86914	0.82635	SSBP3	hg38_genes_promoters	4.764039108428396e-09	7.463968428291171	1
chr1	54623786	54624286	0.026489	10	0.83579	0.8093	FAM151A	hg38_genes_promoters	0.0240082134188923	1.4632498027424448	0
chr1	54356724	54357224	0.039905	10	0.24911	0.2092	SSBP3	hg38_genes_promoters	0.0215537553917949	1.5036793846845515	0
chr1	54335623	54336026	0.069271	12	0.34915	0.27988	SSBP3	hg38_genes_promoters	0.0017215225372882	2.451247337562389	0
chr1	109625200	109625430	-0.03271	13	0.78938	0.82209	AMPD2	hg38_genes_promoters	2.654416789843132e-05	4.049357494742742	0
chr1	109667915	109668264	0.011647	15	0.020563	0.0089163	GSTM2	hg38_genes_promoters	5.512590319158459e-07	5.5716060741871445	1
chr1	109669333	109669499	0.036532	10	0.69763	0.6611	GSTM2	hg38_genes_promoters	0.0210512848958711	1.5125836429552362	0
chr1	109712056	109712219	-0.039926	17	0.15972	0.19965	GSTM5	hg38_genes_promoters	0.0028669247970915	2.2600371090042097	0
chr1	109763839	109764568	-0.03364	13	0.76567	0.79931	EPS8L3	hg38_genes_promoters	0.0021944100365481	2.3602478170379797	0
chr1	103108111	103108404	0.011891	14	0.025034	0.013143	COL11A1	hg38_genes_promoters	2.429075479944064e-05	4.08482641252292	0
chr1	108830590	108830773	0.087753	10	0.47905	0.3913	AKNAD1	hg38_genes_promoters	2.807009018591049e-05	4.028326547728438	0
chr1	109909305	109910355	0.023903	12	0.52202	0.49811	CSF1	hg38_genes_promoters	0.0720129291419483	1.0525330590998125	0
chr1	109187043	109187879	0.042711	12	0.85171	0.809	ELAPOR1	hg38_genes_promoters	6.933991304147272e-06	4.570449165245846	0
chr1	109199631	109200070	0.050305	10	0.12411	0.0738	ELAPOR1	hg38_genes_promoters	1.9093191278389e-05	4.17852140415233	0
chr1	109235365	109236154	0.039952	12	0.85487	0.81492	SARS1	hg38_genes_promoters	0.0004476625265479	2.9602089179005726	0
chr1	109264152	109264416	-0.018811	12	0.79212	0.81093	CELSR2	hg38_genes_promoters	0.1744566652264662	0.7168438550279475	0
chr1	109269756	109269968	0.029737	10	0.79574	0.766	CELSR2	hg38_genes_promoters	0.0041384372366181	2.122605730327967	0
chr1	109281991	109282392	0.069847	10	0.14579	0.075943	PSRC1	hg38_genes_promoters	7.656893927866815e-07	5.439844826188598	1
chr1	109190953	109191475	0.066593	10	0.71439	0.6478	ELAPOR1	hg38_genes_promoters	0.0107266333579215	1.7659430039119914	0
chr1	109914737	109915777	0.019421	12	0.80225	0.78283	CSF1	hg38_genes_promoters	0.1324947875315182	0.823220291397033	0
chr1	110038332	110039000	0.020722	11	0.87767	0.85695	STRIP1	hg38_genes_promoters	0.0143726742569702	1.6552487052940914	0
chr1	111503248	111503988	0.041205	10	0.52411	0.4829	TMIGD3	hg38_genes_promoters	0.0923568595391363	0.9594813234121777	0
chr1	111503248	111503988	0.041205	10	0.52411	0.4829	ADORA3	hg38_genes_promoters	0.0923568595391363	0.9594813234121777	0
chr1	111282474	111283385	0.047335	10	0.81545	0.76811	CHIAP2	hg38_genes_promoters	0.0150919131813515	1.6376676875258005	0
chr1	111619084	111619462	-0.023063	10	0.62574	0.6488	RAP1A	hg38_genes_promoters	0.4117729072584313	0.375986214955725	0
chr1	102853811	102854047	-0.041426	26	0.77204	0.81346	LOC112268286	hg38_genes_promoters	2.1097539477489595e-08	6.866101329936282	-1
chr1	111200341	111200649	0.050077	10	0.33618	0.2861	DENND2D	hg38_genes_promoters	0.0116791320028183	1.7346353098949343	0
chr1	110112358	110112895	0.013364	12	0.79228	0.77892	UBL4B	hg38_genes_promoters	0.5596528940808299	0.24836030026435024	0
chr1	110223068	110223236	-0.027401	13	0.86429	0.89169	KCNC4	hg38_genes_promoters	3.911873933845823e-06	4.7959413881112	0
chr1	111200341	111200649	0.050077	10	0.33618	0.2861	CHI3L2	hg38_genes_promoters	0.0116791320028183	1.7346353098949343	0
chr1	110487986	110488502	-0.015906	10	0.74172	0.75762	CYMP	hg38_genes_promoters	0.2928421744669487	0.5139211945656861	0
chr1	110490582	110491314	0.029131	12	0.47396	0.44483	CYMP-AS1	hg38_genes_promoters	0.1335994773896678	0.8201202011555726	0
chr1	110608063	110608464	-0.059512	10	0.33669	0.3962	KCNA2	hg38_genes_promoters	0.0106833277310637	1.7673430616763397	0
chr1	101846945	101847256	-0.04972	10	0.28238	0.3321	OLFM3	hg38_genes_promoters	0.039234226713919	1.2815300629452577	0
chr1	88993736	88994214	-0.022486	10	0.48401	0.5065	RBMXL1	hg38_genes_promoters	0.4353983591273292	0.35345747021861856	0
